Unseperated,principalnaicscode,principalnaicscodeText,principalNAICS2DigitCode,principalNAICS3DigitCode,PDTcategory,PDTSsplit2DigitCode,PDTSsplit3DigitCode
611430: PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,611430,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,61,611,Business and Consulting Services,1,1
611511: COSMETOLOGY AND BARBER SCHOOLS,611511,COSMETOLOGY AND BARBER SCHOOLS,NULL,NULL,NULL,NULL,NULL
611512: FLIGHT TRAINING,611512,FLIGHT TRAINING,61,611,Business and Consulting Services,1,1
611513: APPRENTICESHIP TRAINING,611513,APPRENTICESHIP TRAINING,61,611,Business and Consulting Services,1,1
611519: OTHER TECHNICAL AND TRADE SCHOOLS,611519,OTHER TECHNICAL AND TRADE SCHOOLS,61,611,Business and Consulting Services,1,1
611610: FINE ARTS SCHOOLS,611610,FINE ARTS SCHOOLS,NULL,NULL,NULL,NULL,NULL
611620: SPORTS AND RECREATION INSTRUCTION,611620,SPORTS AND RECREATION INSTRUCTION,61,611,Business and Consulting Services,1,1
611630: LANGUAGE SCHOOLS,611630,LANGUAGE SCHOOLS,61,611,Media and Communication,1,1
61169: ALL OTHER SCHOOLS AND INSTRUCTION,61169,ALL OTHER SCHOOLS AND INSTRUCTION,NULL,NULL,NULL,NULL,NULL
611691: EXAM PREPARATION AND TUTORING,611691,EXAM PREPARATION AND TUTORING,NULL,NULL,NULL,NULL,NULL
611692: AUTOMOBILE DRIVING SCHOOLS,611692,AUTOMOBILE DRIVING SCHOOLS,61,611,Business and Consulting Services,1,1
611699: ALL OTHER MISCELLANEOUS SCHOOLS AND INSTRUCTION,611699,ALL OTHER MISCELLANEOUS SCHOOLS AND INSTRUCTION,61,611,Business and Consulting Services,1,1
61171: EDUCATIONAL SUPPORT SERVICES,61171,EDUCATIONAL SUPPORT SERVICES,NULL,NULL,NULL,NULL,NULL
611710: EDUCATIONAL SUPPORT SERVICES,611710,EDUCATIONAL SUPPORT SERVICES,61,611,Business and Consulting Services,1,1
62111: OFFICES OF PHYSICIANS,62111,OFFICES OF PHYSICIANS,NULL,NULL,NULL,NULL,NULL
621111: OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),621111,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),62,621,"Health, Medicine and Recreation",0,0
"621112: OFFICES OF PHYSICIANS, MENTAL HEALTH SPECIALISTS",621112,"OFFICES OF PHYSICIANS, MENTAL HEALTH SPECIALISTS",NULL,NULL,NULL,NULL,NULL
62121: OFFICES OF DENTISTS,62121,OFFICES OF DENTISTS,NULL,NULL,NULL,NULL,NULL
621210: OFFICES OF DENTISTS,621210,OFFICES OF DENTISTS,NULL,NULL,NULL,NULL,NULL
621310: OFFICES OF CHIROPRACTORS,621310,OFFICES OF CHIROPRACTORS,NULL,NULL,NULL,NULL,NULL
62132: OFFICES OF OPTOMETRISTS,62132,OFFICES OF OPTOMETRISTS,NULL,NULL,NULL,NULL,NULL
621320: OFFICES OF OPTOMETRISTS,621320,OFFICES OF OPTOMETRISTS,NULL,NULL,NULL,NULL,NULL
62133: OFFICES OF MENTAL HEALTH PRACTITIONERS (EXCEPT PHYSICIANS),62133,OFFICES OF MENTAL HEALTH PRACTITIONERS (EXCEPT PHYSICIANS),NULL,NULL,NULL,NULL,NULL
621330: OFFICES OF MENTAL HEALTH PRACTITIONERS (EXCEPT PHYSICIANS),621330,OFFICES OF MENTAL HEALTH PRACTITIONERS (EXCEPT PHYSICIANS),62,621,"Health, Medicine and Recreation",0,0
"62134: OFFICES OF PHYSICAL, OCCUPATIONAL AND SPEECH THERAPISTS, AND AUDIOLOGISTS",62134,"OFFICES OF PHYSICAL, OCCUPATIONAL AND SPEECH THERAPISTS, AND AUDIOLOGISTS",NULL,NULL,NULL,NULL,NULL
"621340: OFFICES OF PHYSICAL, OCCUPATIONAL AND SPEECH THERAPISTS, AND AUDIOLOGISTS",621340,"OFFICES OF PHYSICAL, OCCUPATIONAL AND SPEECH THERAPISTS, AND AUDIOLOGISTS",62,621,"Health, Medicine and Recreation",0,0
621391: OFFICES OF PODIATRISTS,621391,OFFICES OF PODIATRISTS,NULL,NULL,NULL,NULL,NULL
621399: OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS,621399,OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS,62,621,"Health, Medicine and Recreation",0,0
621410: FAMILY PLANNING CENTERS,621410,FAMILY PLANNING CENTERS,NULL,NULL,NULL,NULL,NULL
62142: OUTPATIENT MENTAL HEALTH AND SUBSTANCE ABUSE CENTERS,62142,OUTPATIENT MENTAL HEALTH AND SUBSTANCE ABUSE CENTERS,NULL,NULL,NULL,NULL,NULL
621420: OUTPATIENT MENTAL HEALTH AND SUBSTANCE ABUSE CENTERS,621420,OUTPATIENT MENTAL HEALTH AND SUBSTANCE ABUSE CENTERS,NULL,NULL,NULL,NULL,NULL
62149: OTHER OUTPATIENT CARE CENTERS,62149,OTHER OUTPATIENT CARE CENTERS,NULL,NULL,NULL,NULL,NULL
621491: HMO MEDICAL CENTERS,621491,HMO MEDICAL CENTERS,NULL,NULL,NULL,NULL,NULL
621492: KIDNEY DIALYSIS CENTERS,621492,KIDNEY DIALYSIS CENTERS,NULL,NULL,NULL,NULL,NULL
621493: FREESTANDING AMBULATORY SURGICAL AND EMERGENCY CENTERS,621493,FREESTANDING AMBULATORY SURGICAL AND EMERGENCY CENTERS,NULL,NULL,NULL,NULL,NULL
621498: ALL OTHER OUTPATIENT CARE CENTERS,621498,ALL OTHER OUTPATIENT CARE CENTERS,62,621,"Health, Medicine and Recreation",0,0
62151: MEDICAL AND DIAGNOSTIC LABORATORIES,62151,MEDICAL AND DIAGNOSTIC LABORATORIES,NULL,NULL,NULL,NULL,NULL
621511: MEDICAL LABORATORIES,621511,MEDICAL LABORATORIES,62,621,"Health, Medicine and Recreation",0,0
621512: DIAGNOSTIC IMAGING CENTERS,621512,DIAGNOSTIC IMAGING CENTERS,62,621,"Health, Medicine and Recreation",0,0
621610: HOME HEALTH CARE SERVICES,621610,HOME HEALTH CARE SERVICES,NULL,NULL,NULL,NULL,NULL
621910: AMBULANCE SERVICES,621910,AMBULANCE SERVICES,62,621,"Health, Medicine and Recreation",0,0
62199: ALL OTHER AMBULATORY HEALTH CARE SERVICES,62199,ALL OTHER AMBULATORY HEALTH CARE SERVICES,NULL,NULL,NULL,NULL,NULL
621991: BLOOD AND ORGAN BANKS,621991,BLOOD AND ORGAN BANKS,NULL,NULL,NULL,NULL,NULL
621999: ALL OTHER MISCELLANEOUS AMBULATORY HEALTH CARE SERVICES,621999,ALL OTHER MISCELLANEOUS AMBULATORY HEALTH CARE SERVICES,62,621,"Health, Medicine and Recreation",0,0
62211: GENERAL MEDICAL AND SURGICAL HOSPITALS,62211,GENERAL MEDICAL AND SURGICAL HOSPITALS,NULL,NULL,NULL,NULL,NULL
622110: GENERAL MEDICAL AND SURGICAL HOSPITALS,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,62,622,"Health, Medicine and Recreation",0,0
622210: PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,NULL,NULL,NULL,NULL,NULL
622310: SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,NULL,NULL,NULL,NULL,NULL
623110: NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),NULL,NULL,NULL,NULL,NULL
623210: RESIDENTIAL MENTAL RETARDATION FACILITIES,623210,RESIDENTIAL MENTAL RETARDATION FACILITIES,NULL,NULL,NULL,NULL,NULL
623220: RESIDENTIAL MENTAL HEALTH AND SUBSTANCE ABUSE FACILITIES,623220,RESIDENTIAL MENTAL HEALTH AND SUBSTANCE ABUSE FACILITIES,NULL,NULL,NULL,NULL,NULL
623311: CONTINUING CARE RETIREMENT COMMUNITIES,623311,CONTINUING CARE RETIREMENT COMMUNITIES,NULL,NULL,NULL,NULL,NULL
623312: HOMES FOR THE ELDERLY,623312,HOMES FOR THE ELDERLY,NULL,NULL,NULL,NULL,NULL
62399: OTHER RESIDENTIAL CARE FACILITIES,62399,OTHER RESIDENTIAL CARE FACILITIES,NULL,NULL,NULL,NULL,NULL
623990: OTHER RESIDENTIAL CARE FACILITIES,623990,OTHER RESIDENTIAL CARE FACILITIES,NULL,NULL,NULL,NULL,NULL
624110: CHILD AND YOUTH SERVICES,624110,CHILD AND YOUTH SERVICES,62,624,"Health, Medicine and Recreation",0,0
624120: SERVICES FOR THE ELDERLY AND PERSONS WITH DISABILITIES,624120,SERVICES FOR THE ELDERLY AND PERSONS WITH DISABILITIES,NULL,NULL,NULL,NULL,NULL
624190: OTHER INDIVIDUAL AND FAMILY SERVICES,624190,OTHER INDIVIDUAL AND FAMILY SERVICES,NULL,NULL,NULL,NULL,NULL
624210: COMMUNITY FOOD SERVICES,624210,COMMUNITY FOOD SERVICES,62,624,"Health, Medicine and Recreation",0,0
624221: TEMPORARY SHELTERS,624221,TEMPORARY SHELTERS,62,624,"Health, Medicine and Recreation",0,0
624229: OTHER COMMUNITY HOUSING SERVICES,624229,OTHER COMMUNITY HOUSING SERVICES,NULL,NULL,NULL,NULL,NULL
624230: EMERGENCY AND OTHER RELIEF SERVICES,624230,EMERGENCY AND OTHER RELIEF SERVICES,62,624,"Health, Medicine and Recreation",0,0
624310: VOCATIONAL REHABILITATION SERVICES,624310,VOCATIONAL REHABILITATION SERVICES,NULL,NULL,NULL,NULL,NULL
624410: CHILD DAY CARE SERVICES,624410,CHILD DAY CARE SERVICES,NULL,NULL,NULL,NULL,NULL
711110: THEATER COMPANIES AND DINNER THEATERS,711110,THEATER COMPANIES AND DINNER THEATERS,NULL,NULL,NULL,NULL,NULL
711120: DANCE COMPANIES,711120,DANCE COMPANIES,NULL,NULL,NULL,NULL,NULL
71113: MUSICAL GROUPS AND ARTISTS,71113,MUSICAL GROUPS AND ARTISTS,NULL,NULL,NULL,NULL,NULL
711130: MUSICAL GROUPS AND ARTISTS,711130,MUSICAL GROUPS AND ARTISTS,71,711,"Health, Medicine and Recreation",0,0
711190: OTHER PERFORMING ARTS COMPANIES,711190,OTHER PERFORMING ARTS COMPANIES,71,711,"Health, Medicine and Recreation",0,0
711211: SPORTS TEAMS AND CLUBS,711211,SPORTS TEAMS AND CLUBS,NULL,NULL,NULL,NULL,NULL
711212: RACETRACKS,711212,RACETRACKS,NULL,NULL,NULL,NULL,NULL
711219: OTHER SPECTATOR SPORTS,711219,OTHER SPECTATOR SPORTS,NULL,NULL,NULL,NULL,NULL
"711310: PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",71,711,"Health, Medicine and Recreation",0,0
"711320: PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITHOUT FACILITIES",711320,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITHOUT FACILITIES",71,711,"Health, Medicine and Recreation",0,0
"711410: AGENTS AND MANAGERS FOR ARTISTS, ATHLETES, ENTERTAINERS, AND OTHER PUBLIC FIGURES",711410,"AGENTS AND MANAGERS FOR ARTISTS, ATHLETES, ENTERTAINERS, AND OTHER PUBLIC FIGURES",NULL,NULL,NULL,NULL,NULL
"71151: INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS",71151,"INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS",NULL,NULL,NULL,NULL,NULL
"711510: INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS",711510,"INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS",71,711,"Health, Medicine and Recreation",0,0
712110: MUSEUMS,712110,MUSEUMS,NULL,NULL,NULL,NULL,NULL
71212: HISTORICAL SITES,71212,HISTORICAL SITES,NULL,NULL,NULL,NULL,NULL
712120: HISTORICAL SITES,712120,HISTORICAL SITES,NULL,NULL,NULL,NULL,NULL
712130: ZOOS AND BOTANICAL GARDENS,712130,ZOOS AND BOTANICAL GARDENS,NULL,NULL,NULL,NULL,NULL
712190: NATURE PARKS AND OTHER SIMILAR INSTITUTIONS,712190,NATURE PARKS AND OTHER SIMILAR INSTITUTIONS,NULL,NULL,NULL,NULL,NULL
713110: AMUSEMENT AND THEME PARKS,713110,AMUSEMENT AND THEME PARKS,NULL,NULL,NULL,NULL,NULL
713120: AMUSEMENT ARCADES,713120,AMUSEMENT ARCADES,71,713,"Health, Medicine and Recreation",0,0
713210: CASINOS (EXCEPT CASINO HOTELS),713210,CASINOS (EXCEPT CASINO HOTELS),NULL,NULL,NULL,NULL,NULL
713290: OTHER GAMBLING INDUSTRIES,713290,OTHER GAMBLING INDUSTRIES,NULL,NULL,NULL,NULL,NULL
713910: GOLF COURSES AND COUNTRY CLUBS,713910,GOLF COURSES AND COUNTRY CLUBS,NULL,NULL,NULL,NULL,NULL
713920: SKIING FACILITIES,713920,SKIING FACILITIES,NULL,NULL,NULL,NULL,NULL
713930: MARINAS,713930,MARINAS,NULL,NULL,NULL,NULL,NULL
713940: FITNESS AND RECREATIONAL SPORTS CENTERS,713940,FITNESS AND RECREATIONAL SPORTS CENTERS,71,713,"Health, Medicine and Recreation",0,0
713950: BOWLING CENTERS,713950,BOWLING CENTERS,71,713,"Health, Medicine and Recreation",0,0
71399: ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES,71399,ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES,NULL,NULL,NULL,NULL,NULL
713990: ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES,713990,ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES,71,713,"Health, Medicine and Recreation",0,0
72111: HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,72111,HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,NULL,NULL,NULL,NULL,NULL
721110: HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,721110,HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,72,721,"Travel, Accommodations and Rental",0,0
721120: CASINO HOTELS,721120,CASINO HOTELS,NULL,NULL,NULL,NULL,NULL
721191: BED-AND-BREAKFAST INNS,721191,BED-AND-BREAKFAST INNS,NULL,NULL,NULL,NULL,NULL
721199: ALL OTHER TRAVELER ACCOMMODATION,721199,ALL OTHER TRAVELER ACCOMMODATION,72,721,"Travel, Accommodations and Rental",0,0
721211: RV (RECREATIONAL VEHICLE) PARKS AND CAMPGROUNDS,721211,RV (RECREATIONAL VEHICLE) PARKS AND CAMPGROUNDS,NULL,NULL,NULL,NULL,NULL
721214: RECREATIONAL AND VACATION CAMPS (EXCEPT CAMPGROUNDS),721214,RECREATIONAL AND VACATION CAMPS (EXCEPT CAMPGROUNDS),NULL,NULL,NULL,NULL,NULL
72131: ROOMING AND BOARDING HOUSES,72131,ROOMING AND BOARDING HOUSES,NULL,NULL,NULL,NULL,NULL
721310: ROOMING AND BOARDING HOUSES,721310,ROOMING AND BOARDING HOUSES,72,721,"Travel, Accommodations and Rental",0,0
722110: FULL-SERVICE RESTAURANTS,722110,FULL-SERVICE RESTAURANTS,72,722,Restaurants and Catering,0,0
722211: LIMITED-SERVICE RESTAURANTS,722211,LIMITED-SERVICE RESTAURANTS,NULL,NULL,NULL,NULL,NULL
"722212: CAFETERIAS, GRILL BUFFETS, AND BUFFETS",722212,"CAFETERIAS, GRILL BUFFETS, AND BUFFETS",72,722,Restaurants and Catering,0,0
722213: SNACK AND NONALCOHOLIC BEVERAGE BARS,722213,SNACK AND NONALCOHOLIC BEVERAGE BARS,NULL,NULL,NULL,NULL,NULL
72231: FOOD SERVICE CONTRACTORS,72231,FOOD SERVICE CONTRACTORS,NULL,NULL,NULL,NULL,NULL
722310: FOOD SERVICE CONTRACTORS,722310,FOOD SERVICE CONTRACTORS,72,722,Restaurants and Catering,0,0
722320: CATERERS,722320,CATERERS,72,722,Restaurants and Catering,0,0
722330: MOBILE FOOD SERVICES,722330,MOBILE FOOD SERVICES,72,722,Restaurants and Catering,0,0
722410: DRINKING PLACES (ALCOHOLIC BEVERAGES),722410,DRINKING PLACES (ALCOHOLIC BEVERAGES),NULL,NULL,NULL,NULL,NULL
NULL,722511,NULL,NULL,NULL,NULL,NULL,NULL
NULL,722513,NULL,NULL,NULL,NULL,NULL,NULL
NULL,722514,NULL,NULL,NULL,NULL,NULL,NULL
NULL,722515,NULL,NULL,NULL,NULL,NULL,NULL
8111: AUTOMOTIVE REPAIR AND MAINTENANCE,8111,AUTOMOTIVE REPAIR AND MAINTENANCE,NULL,NULL,NULL,NULL,NULL
811111: GENERAL AUTOMOTIVE REPAIR,811111,GENERAL AUTOMOTIVE REPAIR,81,811,Automotive,1,1
811112: AUTOMOTIVE EXHAUST SYSTEM REPAIR,811112,AUTOMOTIVE EXHAUST SYSTEM REPAIR,NULL,NULL,NULL,NULL,NULL
811113: AUTOMOTIVE TRANSMISSION REPAIR,811113,AUTOMOTIVE TRANSMISSION REPAIR,NULL,NULL,NULL,NULL,NULL
811118: OTHER AUTOMOTIVE MECHANICAL AND ELECTRICAL REPAIR AND MAINTENANCE,811118,OTHER AUTOMOTIVE MECHANICAL AND ELECTRICAL REPAIR AND MAINTENANCE,81,811,Automotive,1,1
"811121: AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE",811121,"AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE",81,811,Automotive,1,1
811122: AUTOMOTIVE GLASS REPLACEMENT SHOPS,811122,AUTOMOTIVE GLASS REPLACEMENT SHOPS,81,811,Automotive,1,1
811191: AUTOMOTIVE OIL CHANGE AND LUBRICATION SHOPS,811191,AUTOMOTIVE OIL CHANGE AND LUBRICATION SHOPS,81,811,Automotive,1,1
811192: CAR WASHES,811192,CAR WASHES,81,811,Automotive,1,1
811198: ALL OTHER AUTOMOTIVE REPAIR AND MAINTENANCE,811198,ALL OTHER AUTOMOTIVE REPAIR AND MAINTENANCE,81,811,Automotive,1,1
811211: CONSUMER ELECTRONICS REPAIR AND MAINTENANCE,811211,CONSUMER ELECTRONICS REPAIR AND MAINTENANCE,81,811,Information Technology Services and Equipment,1,1
811212: COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE,811212,COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE,81,811,Information Technology Services and Equipment,1,1
811213: COMMUNICATION EQUIPMENT REPAIR AND MAINTENANCE,811213,COMMUNICATION EQUIPMENT REPAIR AND MAINTENANCE,81,811,Telecommunication Services and Equipment,1,1
811219: OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,811219,OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,81,811,Information Technology Services and Equipment,1,1
81131: COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAINTENANCE,81131,COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAINTENANCE,NULL,NULL,NULL,NULL,NULL
811310: COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAINTENANCE,811310,COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAINTENANCE,81,811,Household and Industrial Services,1,1
811411: HOME AND GARDEN EQUIPMENT REPAIR AND MAINTENANCE,811411,HOME AND GARDEN EQUIPMENT REPAIR AND MAINTENANCE,81,811,Automotive,1,1
811412: APPLIANCE REPAIR AND MAINTENANCE,811412,APPLIANCE REPAIR AND MAINTENANCE,81,811,Household and Industrial Services,1,1
811420: REUPHOLSTERY AND FURNITURE REPAIR,811420,REUPHOLSTERY AND FURNITURE REPAIR,81,811,Household and Industrial Services,1,1
811430: FOOTWEAR AND LEATHER GOODS REPAIR,811430,FOOTWEAR AND LEATHER GOODS REPAIR,NULL,NULL,NULL,NULL,NULL
811490: OTHER PERSONAL AND HOUSEHOLD GOODS REPAIR AND MAINTENANCE,811490,OTHER PERSONAL AND HOUSEHOLD GOODS REPAIR AND MAINTENANCE,81,811,Household and Industrial Services,1,1
812111: BARBER SHOPS,812111,BARBER SHOPS,NULL,NULL,NULL,NULL,NULL
812112: BEAUTY SALONS,812112,BEAUTY SALONS,NULL,NULL,NULL,NULL,NULL
812113: NAIL SALONS,812113,NAIL SALONS,81,812,Laundry and Dry Cleaning,1,0
812191: DIET AND WEIGHT REDUCING CENTERS,812191,DIET AND WEIGHT REDUCING CENTERS,81,812,Laundry and Dry Cleaning,1,0
812199: OTHER PERSONAL CARE SERVICES,812199,OTHER PERSONAL CARE SERVICES,81,812,Laundry and Dry Cleaning,1,0
812210: FUNERAL HOMES AND FUNERAL SERVICES,812210,FUNERAL HOMES AND FUNERAL SERVICES,NULL,NULL,NULL,NULL,NULL
812220: CEMETERIES AND CREMATORIES,812220,CEMETERIES AND CREMATORIES,NULL,NULL,NULL,NULL,NULL
8123: DRYCLEANING AND LAUNDRY SERVICES,8123,DRYCLEANING AND LAUNDRY SERVICES,NULL,NULL,NULL,NULL,NULL
812310: COIN-OPERATED LAUNDRIES AND DRYCLEANERS,812310,COIN-OPERATED LAUNDRIES AND DRYCLEANERS,81,812,Laundry and Dry Cleaning,1,0
81232: DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED),81232,DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED),NULL,NULL,NULL,NULL,NULL
812320: DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED),812320,DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED),81,812,Laundry and Dry Cleaning,1,0
812331: LINEN SUPPLY,812331,LINEN SUPPLY,81,812,Laundry and Dry Cleaning,1,0
812332: INDUSTRIAL LAUNDERERS,812332,INDUSTRIAL LAUNDERERS,81,812,Laundry and Dry Cleaning,1,0
812910: PET CARE (EXCEPT VETERINARY) SERVICES,812910,PET CARE (EXCEPT VETERINARY) SERVICES,81,812,Laundry and Dry Cleaning,1,0
812921: PHOTOFINISHING LABORATORIES (EXCEPT ONE-HOUR),812921,PHOTOFINISHING LABORATORIES (EXCEPT ONE-HOUR),NULL,NULL,NULL,NULL,NULL
812922: ONE-HOUR PHOTOFINISHING,812922,ONE-HOUR PHOTOFINISHING,NULL,NULL,NULL,NULL,NULL
812930: PARKING LOTS AND GARAGES,812930,PARKING LOTS AND GARAGES,81,812,Laundry and Dry Cleaning,1,0
81299: ALL OTHER PERSONAL SERVICES,81299,ALL OTHER PERSONAL SERVICES,NULL,NULL,NULL,NULL,NULL
812990: ALL OTHER PERSONAL SERVICES,812990,ALL OTHER PERSONAL SERVICES,81,812,Laundry and Dry Cleaning,1,0
813110: RELIGIOUS ORGANIZATIONS,813110,RELIGIOUS ORGANIZATIONS,81,813,Information Technology Services and Equipment,1,0
813211: GRANTMAKING FOUNDATIONS,813211,GRANTMAKING FOUNDATIONS,NULL,NULL,NULL,NULL,NULL
813212: VOLUNTARY HEALTH ORGANIZATIONS,813212,VOLUNTARY HEALTH ORGANIZATIONS,NULL,NULL,NULL,NULL,NULL
813219: OTHER GRANTMAKING AND GIVING SERVICES,813219,OTHER GRANTMAKING AND GIVING SERVICES,NULL,NULL,NULL,NULL,NULL
813311: HUMAN RIGHTS ORGANIZATIONS,813311,HUMAN RIGHTS ORGANIZATIONS,NULL,NULL,NULL,NULL,NULL
"813312: ENVIRONMENT, CONSERVATION AND WILDLIFE ORGANIZATIONS",813312,"ENVIRONMENT, CONSERVATION AND WILDLIFE ORGANIZATIONS",NULL,NULL,NULL,NULL,NULL
813319: OTHER SOCIAL ADVOCACY ORGANIZATIONS,813319,OTHER SOCIAL ADVOCACY ORGANIZATIONS,81,813,Information Technology Services and Equipment,1,0
813410: CIVIC AND SOCIAL ORGANIZATIONS,813410,CIVIC AND SOCIAL ORGANIZATIONS,81,813,Information Technology Services and Equipment,1,0
813910: BUSINESS ASSOCIATIONS,813910,BUSINESS ASSOCIATIONS,81,813,Information Technology Services and Equipment,1,0
81392: PROFESSIONAL ORGANIZATIONS,81392,PROFESSIONAL ORGANIZATIONS,NULL,NULL,NULL,NULL,NULL
813920: PROFESSIONAL ORGANIZATIONS,813920,PROFESSIONAL ORGANIZATIONS,81,813,Information Technology Services and Equipment,1,0
813930: LABOR UNIONS AND SIMILAR LABOR ORGANIZATIONS,813930,LABOR UNIONS AND SIMILAR LABOR ORGANIZATIONS,81,813,Information Technology Services and Equipment,1,0
813940: POLITICAL ORGANIZATIONS,813940,POLITICAL ORGANIZATIONS,NULL,NULL,NULL,NULL,NULL
"813990: OTHER SIMILAR ORGANIZATIONS (EXCEPT BUSINESS, PROFESSIONAL, LABOR, AND POLITICAL ORGANIZATIONS)",813990,"OTHER SIMILAR ORGANIZATIONS (EXCEPT BUSINESS, PROFESSIONAL, LABOR, AND POLITICAL ORGANIZATIONS)",NULL,NULL,NULL,NULL,NULL
814110: PRIVATE HOUSEHOLDS,814110,PRIVATE HOUSEHOLDS,NULL,NULL,NULL,NULL,NULL
921110: EXECUTIVE OFFICES,921110,EXECUTIVE OFFICES,NULL,NULL,NULL,NULL,NULL
921120: LEGISLATIVE BODIES,921120,LEGISLATIVE BODIES,NULL,NULL,NULL,NULL,NULL
921130: PUBLIC FINANCE ACTIVITIES,921130,PUBLIC FINANCE ACTIVITIES,NULL,NULL,NULL,NULL,NULL
"921140: EXECUTIVE AND LEGISLATIVE OFFICES, COMBINED",921140,"EXECUTIVE AND LEGISLATIVE OFFICES, COMBINED",NULL,NULL,NULL,NULL,NULL
921150: AMERICAN INDIAN AND ALASKA NATIVE TRIBAL GOVERNMENTS,921150,AMERICAN INDIAN AND ALASKA NATIVE TRIBAL GOVERNMENTS,NULL,NULL,NULL,NULL,NULL
921190: OTHER GENERAL GOVERNMENT SUPPORT,921190,OTHER GENERAL GOVERNMENT SUPPORT,92,921,Financial and Legal Services,1,0
922110: COURTS,922110,COURTS,NULL,NULL,NULL,NULL,NULL
922120: POLICE PROTECTION,922120,POLICE PROTECTION,92,922,Security Services and Equipment,1,1
92213: LEGAL COUNSEL AND PROSECUTION,92213,LEGAL COUNSEL AND PROSECUTION,NULL,NULL,NULL,NULL,NULL
922130: LEGAL COUNSEL AND PROSECUTION,922130,LEGAL COUNSEL AND PROSECUTION,92,922,Financial and Legal Services,1,1
922140: CORRECTIONAL INSTITUTIONS,922140,CORRECTIONAL INSTITUTIONS,NULL,NULL,NULL,NULL,NULL
922150: PAROLE OFFICES AND PROBATION OFFICES,922150,PAROLE OFFICES AND PROBATION OFFICES,NULL,NULL,NULL,NULL,NULL
92216: FIRE PROTECTION,92216,FIRE PROTECTION,NULL,NULL,NULL,NULL,NULL
922160: FIRE PROTECTION,922160,FIRE PROTECTION,92,922,Security Services and Equipment,1,1
"92219: OTHER JUSTICE, PUBLIC ORDER, AND SAFETY ACTIVITIES",92219,"OTHER JUSTICE, PUBLIC ORDER, AND SAFETY ACTIVITIES",NULL,NULL,NULL,NULL,NULL
