AgencyID,AgencyIDtext,DepartmentID,CSISName,Customer,SubCustomer,InternationalAssistancePrograms,IsDiscrepency,MinOfStartDate,MaxOfEndDate,IsUnknownAgencyID,IsExceptionToContradictionTest,SubCustomerSum,IsDefense,PlatformPortfolio
895D,"FIELD OFFICE, IDAHO",8900,NULL,Energy,Energy,0,NULL,NULL,NULL,0,0,Energy,0,NULL
895E,"FIELD OFFICE, NEVADA",8900,NULL,Energy,Energy,0,NULL,NULL,NULL,0,0,Energy,0,NULL
895F,"FIELD OFFICE, OAK RIDGE",8900,NULL,Energy,Energy,0,NULL,NULL,NULL,0,0,Energy,0,NULL
895G,PITTSBURGH NAVAL REACTORS OFFICE,8900,NULL,Energy,Energy,0,NULL,NULL,NULL,0,0,Energy,0,NULL
895H,"FIELD OFFICE, RICHLAND",8900,NULL,Energy,Energy,0,NULL,NULL,NULL,0,0,Energy,0,NULL
895I,ROCKY FLATS PROJECT OFFICE,8900,NULL,Energy,Energy,0,NULL,NULL,NULL,0,0,Energy,0,NULL
895J,"FIELD OFFICE, SAN FRANCISCO",8900,NULL,Energy,Energy,0,NULL,NULL,NULL,0,0,Energy,0,NULL
895K,SCHENECTADY NAVAL REACTORS OFFICE,8900,NULL,Energy,Energy,0,NULL,NULL,NULL,0,0,Energy,0,NULL
895L,OFFICE OF SCIENTIFIC AND TECHNICAL INFORMATION,8900,NULL,Energy,Energy,0,NULL,NULL,NULL,0,0,Energy,0,NULL
895M,SOUTHWESTERN POWER ADMINISTRATION,8900,NULL,Energy,Energy,0,NULL,NULL,NULL,0,0,Energy,0,NULL
895N,"FIELD OFFICE, SAVANNAH RIVER",8900,NULL,Energy,Energy,0,NULL,NULL,NULL,0,0,Energy,0,NULL
895P,SOUTHEASTERN POWER ADMINISTRATION,8900,NULL,Energy,Energy,0,NULL,NULL,NULL,0,0,Energy,0,NULL
895Q,SUPERCONDUCTING SUPER COLLIDER PROJECT OFFICE,8900,NULL,Energy,Energy,0,NULL,NULL,NULL,0,0,Energy,0,NULL
895R,WESTERN AREA POWER ADMINISTRATION,8900,NULL,Energy,Energy,0,NULL,2005-04-12,2010-02-25,0,0,Energy,0,NULL
895S,ALASKA POWER ADMINISTRATION,8900,NULL,Energy,Energy,0,NULL,NULL,NULL,0,0,Energy,0,NULL
895T,"FIELD OFFICE, FERNALD",8900,NULL,Energy,Energy,0,NULL,NULL,NULL,0,0,Energy,0,NULL
895U,MORGANTOWN ENERGY TECHNOLOGY CENTER,8900,NULL,Energy,Energy,0,NULL,NULL,NULL,0,0,Energy,0,NULL
895V,"NAVAL PETROLEUM AND OIL SHALE RESERVES IN CO, UT AND WY",8900,NULL,Energy,Energy,0,NULL,2005-03-31,2008-10-27,0,0,Energy,0,NULL
895W,NAVAL PETROLEUM RESERVES IN CALIFORNIA,8900,NULL,Energy,Energy,0,NULL,2005-03-31,2005-08-16,0,0,Energy,0,NULL
895X,PITTSBURGH ENERGY TECHNOLOGY CENTER,8900,NULL,Energy,Energy,0,NULL,NULL,NULL,0,0,Energy,0,NULL
895Y,ECONOMIC REGULATORY ADMINISTRATION FIELD OFFICES,8900,NULL,Energy,Energy,0,NULL,NULL,NULL,0,0,Energy,0,NULL
895Z,STRATEGIC PETROLEUM RESERVES PROJECT OFFICE,8900,NULL,Energy,Energy,0,NULL,NULL,NULL,0,0,Energy,0,NULL
8960,FERC,NULL,NULL,Energy,Energy,0,NULL,NULL,NULL,0,0,NULL,0,NULL
8961,FEDERAL ENERGY REGULATORY COMMISSION,8961,NULL,Energy,Energy,0,NULL,1978-10-15,2014-01-01,0,0,Energy,0,NULL
9000,SELECTIVE SERVICE SYSTEM,9000,NULL,Other Agencies,SELECTIVE SERVICE SYSTEM,0,NULL,1978-10-01,2013-07-11,0,0,SELECTIVE SERVICE SYSTEM,0,NULL
901,COMMISSION ON SECURITY AND COOPERATION IN EUROPE,901,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
902,BOTANIC GARDEN,902,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
903,COPYRIGHT ROYALTY TRIBUNAL,903,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
907,OFFICE OF TECHNOLOGY ASSESSMENT,907,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
908,RAILROAD ACCOUNTING PRINCIPLES BOARD,908,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
910,BIOMEDICAL ETHICS BOARD,910,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
9100,"EDUCATION, DEPARTMENT OF",NULL,NULL,Other Agencies,Education,0,NULL,1999-10-15,2209-09-16,0,0,Education,0,NULL
9101,IMMEDIATE OFFICE OF THE SECRETARY OF EDUCATION,9100,NULL,Other Agencies,Education,0,NULL,NULL,NULL,0,0,Education,0,NULL
9102,OFFICE OF THE UNDER SECRETARY OF EDUCATION,9100,NULL,Other Agencies,Education,0,NULL,2004-03-04,2009-07-08,0,0,Education,0,NULL
9103,OFFICE OF THE GENERAL COUNSEL,9100,NULL,Other Agencies,Education,0,NULL,NULL,NULL,0,0,Education,0,NULL
9104,OFFICE OF INSPECTOR GENERAL,9100,NULL,Other Agencies,Education,0,NULL,2005-01-10,2009-10-01,0,0,Education,0,NULL
9105,OFFICE OF HUMAN RESOURCES AND ADMINISTRATION,9100,NULL,Other Agencies,Education,0,NULL,2006-07-21,2009-04-08,0,0,Education,0,NULL
9106,OFFICE OF MANAGEMENT AND BUDGET/CHIEF FINANCIAL OFFICER,9100,NULL,Other Agencies,Education,0,NULL,2006-05-01,2007-08-20,0,0,Education,0,NULL
9107,OFFICE OF LEGISLATION,9100,NULL,Other Agencies,Education,0,NULL,NULL,NULL,0,0,Education,0,NULL
9108,OFFICE OF POLICY AND PLANNING,9100,NULL,Other Agencies,Education,0,NULL,2003-11-05,2004-02-17,0,0,Education,0,NULL
9109,OFFICE OF INTERGOVERNMENTAL AND INTERAGENCY AFFAIRS,9100,NULL,Other Agencies,Education,0,NULL,NULL,NULL,0,0,Education,0,NULL
911,COMMISSION ON AGRICULTURAL WORKERS,911,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
9110,"OFFICE OF PLANNING, EVALUATION AND PROGRAM DEVELOPMENT",9100,NULL,Other Agencies,NULL,0,NULL,2007-02-26,2007-02-26,0,0,NULL,0,NULL
9111,OFFICE FOR CIVIL RIGHTS,9100,NULL,Other Agencies,Education,0,NULL,NULL,NULL,0,0,Education,0,NULL
912,COMMISSION ON INTERSTATE CHILD SUPPORT,912,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
9120,OFFICE OF VOCATIONAL AND ADULT EDUCATION,9100,NULL,Other Agencies,Education,0,NULL,NULL,NULL,0,0,Education,0,NULL
9121,OFFICE OF BILINGUAL EDUCATION AND MINORITY LANGUAGES AFFAIRS,9100,NULL,Other Agencies,Education,0,NULL,NULL,NULL,0,0,Education,0,NULL
9124,OFFICE OF SPECIAL EDUCATION AND REHABILITATIVE SERVICES,9100,NULL,Other Agencies,Education,0,NULL,NULL,NULL,0,0,Education,0,NULL
9125,NATIONAL INSTITUTE ON DISABILITY AND REHABILITATION RESEARCH,9100,NULL,Other Agencies,Education,0,NULL,NULL,NULL,0,0,Education,0,NULL
9126,REHABILITATIVE SERVICES ADMINISTRATION,9100,NULL,Other Agencies,Education,0,NULL,2007-09-27,2007-09-27,0,0,Education,0,NULL
9127,OFFICE OF SPECIAL EDUCATION PROGRAMS,9100,NULL,Other Agencies,Education,0,NULL,2004-11-08,2004-11-08,0,0,Education,0,NULL
9128,IMMED OFF OF THE ASST SEC FOR SPECIAL EDUC AND REHAB SERVICES,9100,NULL,Other Agencies,Education,0,NULL,NULL,NULL,0,0,Education,0,NULL
9129,FUND FOR THE IMPROVEMENT OF POSTSECONDARY EDUCATION,9100,NULL,Other Agencies,Education,0,NULL,NULL,NULL,0,0,Education,0,NULL
913,NATIONAL COMMISSION ON ACQUIRED IMMUNE DEFICIENCY SYNDROME,913,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
9130,IMMED OFF OF THE ASST SEC FOR POSTSECONDARY EDUCATION,9100,NULL,Other Agencies,Education,0,NULL,NULL,NULL,0,0,Education,0,NULL
9131,STUDENT FINANCIAL ASSISTANCE PROGRAMS,9100,NULL,Other Agencies,Education,0,NULL,2007-09-29,2007-09-29,0,0,Education,0,NULL
9132,IMMEDIATE OFF OF THE ASST SEC FOR EDUCATIONAL RESEARCH AND IMPROVEMENT,9100,NULL,Other Agencies,Education,0,NULL,NULL,NULL,0,0,Education,0,NULL
9133,OFFICE OF HIGHER EDUCATION PROGRAMS,9100,NULL,Other Agencies,Education,0,NULL,NULL,NULL,0,0,Education,0,NULL
9134,OFFICE OF POSTSECONDARY EDUCATION,9100,NULL,Other Agencies,Education,0,NULL,NULL,NULL,0,0,Education,0,NULL
9135,LIBRARIES AND LEARNING TECHNOLOGIES PROGRAMS,9100,NULL,Other Agencies,Education,0,NULL,NULL,NULL,0,0,Education,0,NULL
9136,NATIONAL INSTITUTE OF EDUCATION,9100,NULL,Other Agencies,Education,0,NULL,NULL,NULL,0,0,Education,0,NULL
9137,EDUCATION PROFESSIONAL DEVELOPMENT AND DISSEMINATION PROGRAMS,9100,NULL,Other Agencies,Education,0,NULL,2006-08-14,2006-10-12,0,0,Education,0,NULL
9138,NATIONAL CENTER FOR EDUCATION STATISTICS,9100,NULL,Other Agencies,Education,0,NULL,NULL,NULL,0,0,Education,0,NULL
9139,OFFICE OF EDUCATIONAL RESEARCH AND IMPROVEMENT,9100,NULL,Other Agencies,Education,0,NULL,NULL,NULL,0,0,Education,0,NULL
914,JOHN C. STENNIS CENTER FOR PUBLIC DEVELOPMENT,914,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
9140,COMPENSATORY EDUCATION PROGRAMS,9100,NULL,Other Agencies,Education,0,NULL,NULL,NULL,0,0,Education,0,NULL
9141,IMMED OFF OF THE ASST SEC FOR ELEMENTARY AND SECONDARY EDUC,9100,NULL,Other Agencies,Education,0,NULL,NULL,NULL,0,0,Education,0,NULL
9142,MIGRANT EDUCATION PROGRAMS,9100,NULL,Other Agencies,Education,0,NULL,NULL,NULL,0,0,Education,0,NULL
9143,SCHOOL SUPPORT AND TECHNOLOGY PROGRAMS,9100,NULL,Other Agencies,NULL,0,NULL,2006-05-23,2006-05-23,0,0,NULL,0,NULL
9144,STATE AND LOCAL EDUCATION PROGRAMS,9100,NULL,Other Agencies,Education,0,NULL,2005-12-01,2006-08-24,0,0,Education,0,NULL
9145,INDIAN EDUCATION PROGRAMS,9100,NULL,Other Agencies,Education,0,NULL,2009-07-20,2009-07-22,0,0,Education,0,NULL
9146,OFFICE OF ELEMENTARY AND SECONDARY EDUCATION,9100,NULL,Other Agencies,Education,0,NULL,NULL,NULL,0,0,Education,0,NULL
9147,ACADEMIC IMPROVEMENT AND TEACHER QUALITY PROGRAMS,NULL,NULL,Other Agencies,Education,NULL,NULL,NULL,NULL,0,0,Education,0,NULL
916A,ADVISORY COUNCILS AND COMMITTEES,9100,NULL,Other Agencies,Education,0,NULL,NULL,NULL,0,0,Education,0,NULL
916C,NATIONAL INSTITUTE FOR LITERACY,NULL,NULL,Other Agencies,Education,NULL,NULL,NULL,NULL,0,0,Education,0,NULL
9181,STUDENT LOAN MARKETING ASSOCIATION,9100,NULL,Other Agencies,Education,0,NULL,NULL,NULL,0,0,Education,0,NULL
9191,AMERICAN PRINTING HOUSE FOR THE BLIND,9100,NULL,Other Agencies,Education,0,NULL,NULL,NULL,0,0,Education,0,NULL
9192,GALLAUDET COLLEGE,9100,NULL,Other Agencies,Education,0,NULL,NULL,NULL,0,0,Education,0,NULL
9193,HOWARD UNIVERSITY,9100,NULL,Other Agencies,Education,0,NULL,NULL,NULL,0,0,Education,0,NULL
9194,NATIONAL TECHNICAL INSTITUTE FOR THE DEAF,9100,NULL,Other Agencies,Education,0,NULL,NULL,NULL,0,0,Education,0,NULL
91S8,91S8,9100,NULL,Other Agencies,NULL,0,NULL,2003-10-01,2004-12-03,0,0,NULL,0,NULL
91U4,91U4,9100,NULL,Other Agencies,NULL,0,NULL,2003-11-26,2003-11-26,0,0,NULL,0,NULL
9300,FEDERAL MEDIATION AND CONCILIATION SERVICE,9300,NULL,Other Agencies,All Other Customers,0,NULL,1990-02-01,2013-11-03,0,0,All Other Customers,0,NULL
9400,UNITED STATES ARMS CONTROL AND DISARMAMENT AGENCY,9400,NULL,Other Agencies,All Other Customers,0,NULL,1978-10-01,NULL,0,0,All Other Customers,0,NULL
9501,BOARD FOR INTERNATIONAL BROADCASTING,9501,NULL,Other Agencies,NULL,0,NULL,1978-10-15,2005-04-06,0,0,NULL,0,NULL
9502,NATIONAL CAPITAL PLANNING COMMISSION,9502,NULL,Other Agencies,NATIONAL CAPITAL PLANNING COMMISSION,0,NULL,1978-10-01,2012-11-08,0,0,NATIONAL CAPITAL PLANNING COMMISSION,0,NULL
9503,PROSPECTIVE PAYMENT ASSESSMENT COMMISSION,9503,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
9504,FEDERAL MINE SAFETY AND HEALTH REVIEW COMMISSION,9504,NULL,Other Agencies,All Other Customers,0,NULL,2003-06-25,2013-09-28,0,0,All Other Customers,0,NULL
9505,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
9506,FEDERAL ELECTION COMMISSION,NULL,NULL,Other Agencies,FEDERAL ELECTION COMMISSION,0,NULL,1978-10-01,2013-11-14,0,0,FEDERAL ELECTION COMMISSION,0,NULL
9507,COMMODITY FUTURES TRADING COMMISSION,9507,NULL,Other Agencies,COMMODITY FUTURES TRADING COMMISSION,0,NULL,1978-10-01,2014-09-05,0,0,COMMODITY FUTURES TRADING COMMISSION,0,NULL
9508,NATIONAL TRANSPORTATION SAFETY BOARD,9508,NULL,Other Agencies,NATIONAL TRANSPORTATION SAFETY BOARD,0,NULL,2001-10-15,2014-07-31,0,0,NATIONAL TRANSPORTATION SAFETY BOARD,0,NULL
9509,NATIONAL COUNCIL ON THE HANDICAPPED,9509,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
9510,HARRY S TRUMAN SCHOLARSHIP FOUNDATION,9510,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
9511,"THE COUNCIL OF THE INSPECTORS GENERAL ON INTEGRITY AND EFFICIENCY ",9511,NULL,Other Agencies,NULL,0,NULL,2012-03-25,2013-06-19,0,0,NULL,0,NULL
9512,JAPAN-U.S. FRIENDSHIP COMMISSION,9512,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
9513,MARINE MAMMAL COMMISSION,9513,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
9514,OCCUPATIONAL SAFETY AND HEALTH REVIEW COMMISSION,9514,NULL,Other Agencies,OCCUPATIONAL SAFETY AND HEALTH REVIEW COMMISSION,0,NULL,1994-12-01,2011-05-04,0,0,OCCUPATIONAL SAFETY AND HEALTH REVIEW COMMISSION,0,NULL
9515,ADMINISTRATIVE CONFERENCE OF THE U. S.,9515,NULL,Other Agencies,NULL,NULL,NULL,1978-10-15,NULL,0,0,NULL,0,NULL
9516,DEFENSE NUCLEAR FACILITIES SAFETY BOARD,9516,NULL,Other Agencies,DEFENSE NUCLEAR FACILITIES SAFETY BOARD,0,NULL,1998-08-01,2201-05-16,0,0,DEFENSE NUCLEAR FACILITIES SAFETY BOARD,0,NULL
9517,COMMISSION ON CIVIL RIGHTS,9517,NULL,Other Agencies,COMMISSION ON CIVIL RIGHTS,0,NULL,1978-10-01,2012-10-10,0,0,COMMISSION ON CIVIL RIGHTS,0,NULL
9518,COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED,9518,NULL,Other Agencies,COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND O,0,NULL,2004-10-04,2013-09-30,0,0,COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND O,0,NULL
9519,INTELLIGENCE COMMUNITY STAFF,9519,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
9520,PHYSICIANS PAYMENT REVIEW COMMISSION,9520,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
9521,PANAMA CANAL COMMISSION,9521,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
9523,ELECTION ASSISTANCE COMMISSION,NULL,NULL,Other Agencies,ELECTION ASSISTANCE COMMISSION,0,NULL,2006-09-15,2020-05-11,0,0,ELECTION ASSISTANCE COMMISSION,0,NULL
9524,NATIONAL MEDIATION BOARD,NULL,NULL,Other Agencies,NATIONAL MEDIATION BOARD,0,NULL,1978-10-01,2013-10-01,0,0,NATIONAL MEDIATION BOARD,0,NULL
9526,NULL,9526,NULL,Other Agencies,NULL,NULL,NULL,NULL,NULL,0,0,NULL,0,NULL
9527,NATIONAL COMMISSION ON LIBRARIES AND INFORMATION SCIENCE,NULL,NULL,Other Agencies,All Other Customers,0,NULL,2004-03-29,2010-03-12,0,0,All Other Customers,0,NULL
9530,ADVISORY COUNCIL ON HISTORIC PRESERVATION,9530,NULL,Other Agencies,All Other Customers,0,NULL,2006-10-01,2013-09-30,0,0,All Other Customers,0,NULL
9531,UNITED STATES HOLOCAUST MEMORIAL MUSEUM,9531,NULL,Other Agencies,All Other Customers,0,NULL,1999-10-15,2004-01-14,0,0,All Other Customers,0,NULL
9532,ARCHITECTURAL AND TRANSPORTATION BARRIERS COMPLIANCE BOARD,9532,NULL,Other Agencies,All Other Customers,0,NULL,2003-05-29,2013-09-30,0,0,All Other Customers,0,NULL
9533,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
9535,INSTITUTE OF AMERICAN INDIAN AND ALASKA NATIVE CULTURE AND ARTS DEVELOPMENT,9535,NULL,Other Agencies,NULL,0,NULL,2005-08-24,2005-09-14,0,0,NULL,0,NULL
9536,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
9537,COMMISSION OF FINE ARTS,9537,NULL,Other Agencies,All Other Customers,0,NULL,2013-05-16,2013-09-20,0,0,All Other Customers,0,NULL
9540,FEDERAL HOUSING FINANCE BOARD,9540,NULL,Other Agencies,FEDERAL HOUSING FINANCE BOARD,0,NULL,2005-08-01,2013-09-30,0,0,FEDERAL HOUSING FINANCE BOARD,0,NULL
9541,JAMES MADISON MEMORIAL FELLOWSHIP COMMISSION,9541,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
9542,FEDERAL HOUSING FINANCE AGENCY,NULL,NULL,Other Agencies,FEDERAL HOUSING FINANCE AGENCY,0,NULL,2008-07-30,2013-05-08,0,0,FEDERAL HOUSING FINANCE AGENCY,0,NULL
9543,MILLENNIUM CHALLENGE CORPORATION,9543,NULL,State and IAP,MILLENNIUM CHALLENGE CORPORATION,1,NULL,2004-02-02,2104-03-04,0,0,MILLENNIUM CHALLENGE CORPORATION,0,NULL
9545,MORRIS K. UDALL SCHOLARSHIP AND EXCELLENCE IN NATIONAL ENVIRONMENTAL POLICY FOUNDATION,9545,NULL,Other Agencies,All Other Customers,0,NULL,2008-02-20,2010-02-24,0,0,All Other Customers,0,NULL
9547,NATIONAL COMMISSION ON MIGRANT EDUCATION,9547,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
9549,OFFICE OF GOVERNMENT ETHICS,9549,NULL,Other Agencies,All Other Customers,0,NULL,2003-06-09,2013-09-26,0,0,All Other Customers,0,NULL
9550,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
9557,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
9559,"FEDERAL RESERVE SYSTEM, BOARD OF GOVERNORS",9559,NULL,Other Agencies,All Other Customers,0,NULL,2005-11-14,2007-12-18,0,0,All Other Customers,0,NULL
955F,CONSUMER FINANCIAL PROTECTION BUREAU,NULL,NULL,Other Agencies,All Other Customers,0,NULL,2010-11-10,2017-03-14,0,0,All Other Customers,0,NULL
955P,NATIONAL COMMUNICATIONS SYSTEM,NULL,NULL,DHS,Other DHS,0,NULL,2009-08-18,2009-08-18,0,0,Other DHS,NULL,NULL
9560,BARRY GOLDWATER SCHOLARSHIP AND EXCELLENCE IN EDUCATION FUND,9560,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
9561,RECOVERY ACCOUNTABILITY AND TRANSPARENCY BOARD,9561,NULL,Other Agencies,All Other Customers,0,NULL,2009-02-17,2013-10-01,0,0,All Other Customers,0,NULL
9562,FEDERAL FINANCIAL INSTITUTIONS EXAMINATION COUNCIL,9562,NULL,Other Agencies,All Other Customers,0,NULL,2006-07-24,2010-01-05,0,0,All Other Customers,0,NULL
9565,CHEMICAL SAFETY AND HAZARD INVESTIGATION BOARD,NULL,NULL,Other Agencies,All Other Customers,0,NULL,2002-09-30,2013-10-01,0,0,All Other Customers,0,NULL
9566,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
9568,BROADCASTING BOARD OF GOVERNORS,9568,NULL,Other Agencies,BROADCASTING BOARD OF GOVERNORS,0,NULL,1999-10-01,3013-03-31,0,0,BROADCASTING BOARD OF GOVERNORS,0,NULL
9570,PRESCRIPTION DRUG PAYMENT REVIEW COMMISSION,9570,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
9572,DENALI COMMISSION,955F,NULL,Other Agencies,All Other Customers,0,NULL,2004-09-17,2013-10-01,0,0,All Other Customers,0,NULL
9575,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
9577,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,9577,NULL,Other Agencies,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,0,NULL,1999-10-15,2213-05-31,0,0,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,0,NULL
9580,UNITED STATES INSTITUTE OF PEACE,9580,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
9581,COMMISSION ON NATIONAL AND COMMUNITY SERVICE,9581,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
9582,COMPETITIVENESS PAY COUNCIL,9582,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
9583,"NATIONAL COMM ON AMERICAN INDIAN, ALASKA NATIVE, NATIVE HAWAIIAN HOUSING",9583,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
9584,NATIONAL COMMISSION ON SEVERELY DISTRESS PUBLIC HOUSING,9584,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
9591,"RFE/RL, INC.",9591,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
9593,U.S. COURT OF VETERAN APPEALS,9593,NULL,Other Agencies,All Other Customers,0,NULL,2003-06-18,2010-03-12,0,0,All Other Customers,0,NULL
9594,COURT SERVICES AND OFFENDER SUPERVISION AGENCY,9594,NULL,Other Agencies,COURT SERVICES AND OFFENDER SUPERVISION AGENCY,0,NULL,2000-08-01,2014-06-20,0,0,COURT SERVICES AND OFFENDER SUPERVISION AGENCY,0,NULL
959P,PRETRIAL SERVICES AGENCY,NULL,NULL,Other Agencies,COURT SERVICES AND OFFENDER SUPERVISION AGENCY,0,NULL,2000-08-05,2013-09-30,0,0,COURT SERVICES AND OFFENDER SUPERVISION AGENCY,0,NULL
95HL,FEDERAL HOME LOAN BANKS,9540,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
9600,9600,NULL,NULL,NULL,NULL,0,NULL,2003-10-20,2005-10-06,0,0,NULL,NULL,NULL
9668,MISSISSIPPI RIVER COMMISSION,9668,NULL,Other Agencies,All Other Customers,0,NULL,2007-08-22,2007-08-22,0,0,All Other Customers,0,NULL
96CE,U.S. ARMY CORPS OF ENGINEERS - CIVIL PROGRAM FINANCING ONLY,NULL,NULL,Defense,Army,0,NULL,1985-04-22,3006-11-14,0,0,Army,1,NULL
9700,DEPARTMENT OF DEFENSE,9700,NULL,Defense,NULL,0,NULL,1999-10-15,3011-10-31,0,0,NULL,1,NULL
9701,9701,NULL,NULL,Defense,Other DoD,0,NULL,2005-08-01,2005-08-01,0,0,Other DoD,1,NULL
9736,ARMY/AIR FORCE EXCHANGE SERVICE,NULL,NULL,Defense,Other DoD,0,NULL,2004-02-12,2005-06-10,0,0,Other DoD,1,NULL
9748,DEFENSE HUMAN RESOURCES ACTIVITY,NULL,DEFENSE HUMAN RESOURCE ACTIVITY,Defense,Other DoD,0,NULL,2000-03-15,2013-10-15,0,0,Other DoD,1,NULL
9750,USD(A AND T) DEFENSE SUPPORT ACTIVITY,NULL,NULL,Defense,Other DoD,0,NULL,2000-12-15,2006-06-15,0,0,Other DoD,1,NULL
9758,DEFENSE POW/MIA OFFICE,NULL,NULL,Defense,Other DoD,0,NULL,2000-02-15,2000-02-15,0,0,Other DoD,1,NULL
9760,TRICARE MANAGEMENT ACTIVITY (TMA),NULL,TRICARE MANAGEMENT ACTIVITY (TMA),Defense,MilitaryHealth,0,NULL,1999-10-01,2020-07-19,0,0,Other DoD,1,NULL
9761,DEFENSE THREAT REDUCTION AGENCY (DTRA),NULL,DEFENSE THREAT REDUCTION AGENCY,Defense,Other DoD,0,NULL,1999-10-01,5012-05-25,0,0,Other DoD,1,NULL
9763,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),NULL,DEFENSE CONTRACT MANAGEMENT AGENCY,Defense,Other DoD,0,NULL,2001-10-01,2020-07-13,0,0,Other DoD,1,NULL
9766,COUNTERINTELLIGENCE FIELD ACTIVITY (CIFA),NULL,NULL,Defense,Other DoD,0,NULL,2003-03-31,2026-08-24,0,0,Other DoD,1,NULL
9770,AFRRI,NULL,AFRRI,Defense,Other DoD,0,NULL,1999-11-03,2003-09-30,0,0,Other DoD,1,NULL
9771,DEFENSE MICROELECTRONICS ACTIVITY (DMEA),9700,DEFENSE MICROELECTRONICS ACTIVITY,Defense,Other DoD,0,NULL,1999-10-13,2013-10-31,0,0,Other DoD,1,NULL
9773,VIRGINIA CONTRACTING AGENCY,NULL,VIRGINIA CONTRACTING AGENCY,Defense,Other DoD,0,NULL,1999-10-01,2013-12-18,0,0,Other DoD,1,NULL
9776,USTRANSCOM,9700,U.S. TRANSPORTATION COMMAND (TRANSCOM),Defense,Other DoD,0,NULL,2003-10-01,2013-10-08,0,0,Other DoD,1,NULL
9777,BUSINESS TRANSFORMATION AGENCY,9700,BUSINESS TRANSFORMATION AGENCY (BTA),Defense,Other DoD,0,NULL,2005-04-20,2020-11-10,0,0,Other DoD,1,NULL
