CSISbudgetLineKey,AccountDSI,DefenseOrganization,BudgetActivity,BudgetSubActivity,LineItem,ProgramElement,CSISbudgetLineTitle,IsLineItemAlsoLineNumber,CSIScreateddate,CSISmodifiedDate,CSISmodifiedBy
RDTE~2040A~ARMY~7~0205410A,2040A,ARMY,7,NULL,NULL,0205410A,Materials Handling Equipment,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0205412A,2040A,ARMY,7,NULL,NULL,0205412A,Environmental Quality Technology - Operational System Dev,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0205456A,2040A,ARMY,7,NULL,NULL,0205456A,Lower Tier Air and Missile Defense (AMD) System,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0205778A,2040A,ARMY,7,NULL,NULL,0205778A,Guided Multiple-Launch Rocket System (GMLRS),NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0208010A,2040A,ARMY,7,NULL,NULL,0208010A,Joint Tactical Communications Program (TRI-TAC),NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0208053A,2040A,ARMY,7,NULL,NULL,0208053A,Joint Tactical Ground System,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0208058A,2040A,ARMY,7,NULL,NULL,0208058A,Joint High Speed Vessel (JHSV),NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0301359A,2040A,ARMY,7,NULL,NULL,0301359A,SPECIAL ARMY PROGRAM,NULL,2020-06-12 23:33:24.050,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0303028A,2040A,ARMY,7,NULL,NULL,0303028A,Security and Intelligence Activities,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0303140A,2040A,ARMY,7,NULL,NULL,0303140A,Information Systems Security Program,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0303141A,2040A,ARMY,7,NULL,NULL,0303141A,Global Combat Support System,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0303142A,2040A,ARMY,7,NULL,NULL,0303142A,SATCOM Ground Environment (SPACE),NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0303150A,2040A,ARMY,7,NULL,NULL,0303150A,WWMCCS/Global Command and Control System,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0303158A,2040A,ARMY,7,NULL,NULL,0303158A,Joint Command and Control Program (JC2),NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0304348A,2040A,ARMY,7,NULL,NULL,0304348A,Advance Geospatial Intelligence (AGI),NULL,2020-06-13 00:49:27.997,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0305114A,2040A,ARMY,7,NULL,NULL,0305114A,"Traffic Control, Approach and Landing System",NULL,2020-06-16 01:42:58.620,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0305127A,2040A,ARMY,7,NULL,NULL,0305127A,Foreign Counterintelligence Activities,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0305172A,2040A,ARMY,7,NULL,NULL,0305172A,Combined Advanced Applications,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0305179A,2040A,ARMY,7,NULL,NULL,0305179A,Integrated Broadcast Service (IBS),NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0305204A,2040A,ARMY,7,NULL,NULL,0305204A,Tactical Unmanned Aerial Vehicles,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0305206A,2040A,ARMY,7,NULL,NULL,0305206A,Airborne Reconnaissance Systems,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0305208A,2040A,ARMY,7,NULL,NULL,0305208A,Distributed Common Ground/Surface Systems,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0305219A,2040A,ARMY,7,NULL,NULL,0305219A,MQ-1C Gray Eagle UAS,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0305232A,2040A,ARMY,7,NULL,NULL,0305232A,RQ-11 UAV,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0305233A,2040A,ARMY,7,NULL,NULL,0305233A,RQ-7 UAV,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0305235A,2040A,ARMY,7,NULL,NULL,0305235A,Vertical UAS,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0305287A,2040A,ARMY,7,NULL,NULL,0305287A,Base Exped Targeting Surveillance Sys-Combined,NULL,2020-06-16 01:42:58.620,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0307207A,2040A,ARMY,7,NULL,NULL,0307207A,Aerial Common Sensor (ACS),NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0307665A,2040A,ARMY,7,NULL,NULL,0307665A,Biometrics Enabled Intelligence,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0310349A,2040A,ARMY,7,NULL,NULL,0310349A,Win-T Increment 2 - Initial Networking,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0603778A,2040A,ARMY,7,NULL,NULL,0603778A,MLRS PRODUCT IMPROVEMENT PROGRAM,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0603813A,2040A,ARMY,7,NULL,NULL,0603813A,TRACTOR PULL,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0603820A,2040A,ARMY,7,NULL,NULL,0603820A,Weapons Capability Modifications UAV,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0605024A,2040A,ARMY,7,NULL,NULL,0605024A,Anti-Tamper Technology Support,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0607131A,2040A,ARMY,7,NULL,NULL,0607131A,Weapons and Munitions Product Improvement Programs,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0607133A,2040A,ARMY,7,NULL,NULL,0607133A,TRACTOR SMOKE,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0607134A,2040A,ARMY,7,NULL,NULL,0607134A,Long Range Precision Fires (LRPF),NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0607135A,2040A,ARMY,7,NULL,NULL,0607135A,Apache Product Improvement Program,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0607136A,2040A,ARMY,7,NULL,NULL,0607136A,Blackhawk Product Improvement Program,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0607137A,2040A,ARMY,7,NULL,NULL,0607137A,Chinook Product Improvement Program,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0607138A,2040A,ARMY,7,NULL,NULL,0607138A,Fixed Wing Product Improvement Program,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0607139A,2040A,ARMY,7,NULL,NULL,0607139A,Improved Turbine Engine Program,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0607140A,2040A,ARMY,7,NULL,NULL,0607140A,Emerging Technologies from NIE,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0607141A,2040A,ARMY,7,NULL,NULL,0607141A,Logistics Automation,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0607142A,2040A,ARMY,7,NULL,NULL,0607142A,Aviation Rocket System Product Improvement and Development,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0607143A,2040A,ARMY,7,NULL,NULL,0607143A,Unmanned Aircraft System Universal Products,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0607145A,2040A,ARMY,7,NULL,NULL,0607145A,Apache Future Development,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0607150A,2040A,ARMY,7,NULL,NULL,0607150A,Intel Cyber Development,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0607312A,2040A,ARMY,7,NULL,NULL,0607312A,Army Operational Systems Development,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0607664A,2040A,ARMY,7,NULL,NULL,0607664A,Biometrics Enabling Capability,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0607665A,2040A,ARMY,7,NULL,NULL,0607665A,Family of Biometrics,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0607865A,2040A,ARMY,7,NULL,NULL,0607865A,Patriot Product Improvement,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0702239A,2040A,ARMY,7,NULL,NULL,0702239A,Avionics Component Improvement Program,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0708045A,2040A,ARMY,7,NULL,NULL,0708045A,INDUSTRIAL PREPARDEDNESS,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~1001018A,2040A,ARMY,7,NULL,NULL,1001018A,NATO Joint STARS,NULL,2020-06-16 01:42:58.620,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~9999999999,2040A,ARMY,7,NULL,NULL,9999999999,Classified Programs,NULL,2020-06-09 11:28:03.180,2020-07-01 13:05:05.533,Automatically marked as NoFYDPexpected by GSanders@csis.org
RDTE~2040A~ARMY~8~0608041A,2040A,ARMY,8,NULL,NULL,0608041A,Defensive CYBER - Software Prototype Development,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~99~9999999999,2040A,ARMY,99,NULL,NULL,9999999999,Other Programs,NULL,2020-06-16 01:42:58.620,2020-06-30 10:07:56.717,Automatically marked as NoFYDPexpected byGSanders@csis.org
RDTE~2041A~ARMY~2~0632002A,2041A,ARMY,2,NULL,NULL,0632002A,High Temperature Silicon Carbide (SiC) Power Semiconductors (Applied Research),NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2041A~ARMY~2~0632006A,2041A,ARMY,2,NULL,NULL,0632006A,"Lightweight, Flexible, Cost Effective Solar Energy Photovoltaics",NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2041A~ARMY~2~0632007A,2041A,ARMY,2,NULL,NULL,0632007A,"Develop smaller, lighter cogeneration and absorption environmental control syste",NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2041A~ARMY~3~0633001A,2041A,ARMY,3,NULL,NULL,0633001A,Advanced Power Electronics Ground Systems Testbed Equipment,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2041A~ARMY~3~0633003A,2041A,ARMY,3,NULL,NULL,0633003A,High Temperature Silicon Carbide (SiC) Power Semiconductors (Advanced Research),NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2041A~ARMY~3~0633004A,2041A,ARMY,3,NULL,NULL,0633004A,Ultra Low Energy Community Systems,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2041A~ARMY~3~0633005A,2041A,ARMY,3,NULL,NULL,0633005A,Energy Security Audit & Islanding Methodology,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2041A~ARMY~3~0633008A,2041A,ARMY,3,NULL,NULL,0633008A,Micro-Grid Field Scaled Demonstration,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2041A~ARMY~6~0636016A,2041A,ARMY,6,NULL,NULL,0636016A,SBIR/STTR,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~3024F~AF~1~0401221F,3024F,AF,1,NULL,NULL,0401221F,KC-135 Tanker Replacement,NULL,2020-06-16 01:42:58.620,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~3024F~AF~1~0605221F,3024F,AF,1,NULL,NULL,0605221F,Next Generation Aerial Refueling Aircraft,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~3024F~AF~20~0901560F,3024F,AF,20,NULL,NULL,0901560F,Continuing Resolution Programs,NULL,2020-06-19 16:41:49.487,2020-06-19 16:41:49.487,GSanders@csis.org
RDTE~3024F~AF~5~0401221F,3024F,AF,5,NULL,NULL,0401221F,KC-135 Tanker Replacement,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~3024F~AF~7~0401221F,3024F,AF,7,NULL,NULL,0401221F,KC-135 Tanker Replacement,NULL,2020-06-16 01:42:58.620,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~3600F~AF~1~0601102F,3600F,AF,1,NULL,NULL,0601102F,Defense Research Sciences,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~3600F~AF~1~0601103F,3600F,AF,1,NULL,NULL,0601103F,University Research Initiatives,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~3600F~AF~1~0601108F,3600F,AF,1,NULL,NULL,0601108F,High Energy Laser Research Initiatives,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~3600F~AF~1~9999999999,3600F,AF,1,NULL,NULL,9999999999,Classified Programs,NULL,2020-06-16 01:42:58.620,2020-06-30 10:07:56.717,Automatically marked as NoFYDPexpected byGSanders@csis.org
RDTE~3600F~AF~2~0207170F,3600F,AF,2,NULL,NULL,0207170F,Joint Helmet Mounted Cueing System (JHMCS),NULL,2020-06-16 01:42:58.620,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~3600F~AF~2~0602015F,3600F,AF,2,NULL,NULL,0602015F,Medical Development,NULL,2020-06-16 01:42:58.620,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~3600F~AF~2~0602020F,3600F,AF,2,NULL,NULL,0602020F,Future AF Capabilities Applied Research,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~3600F~AF~2~0602102F,3600F,AF,2,NULL,NULL,0602102F,Materials,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~3600F~AF~2~0602201F,3600F,AF,2,NULL,NULL,0602201F,Aerospace Vehicle Technologies,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~3600F~AF~2~0602202F,3600F,AF,2,NULL,NULL,0602202F,Human Effectiveness Applied Research,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~3600F~AF~2~0602203F,3600F,AF,2,NULL,NULL,0602203F,Aerospace Propulsion,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~3600F~AF~2~0602204F,3600F,AF,2,NULL,NULL,0602204F,Aerospace Sensors,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~3600F~AF~2~0602212F,3600F,AF,2,NULL,NULL,0602212F,"Defense Laboratories R&D Projects (10 U.S.C, Sec 2358)",NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~3600F~AF~2~0602269F,3600F,AF,2,NULL,NULL,0602269F,Hypersonic Technology Program,NULL,2020-06-16 01:42:58.620,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~3600F~AF~2~0602298F,3600F,AF,2,NULL,NULL,0602298F,Science and Technology Management -  Major Headquarters Activities,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~3600F~AF~2~0602500F,3600F,AF,2,NULL,NULL,0602500F,Multi-disciplinary Space Technology,NULL,2020-06-16 01:42:58.620,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~3600F~AF~2~0602601F,3600F,AF,2,NULL,NULL,0602601F,Space Technology,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~3600F~AF~2~0602602F,3600F,AF,2,NULL,NULL,0602602F,Conventional Munitions,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~3600F~AF~2~0602605F,3600F,AF,2,NULL,NULL,0602605F,Directed Energy Technology,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~3600F~AF~2~0602702F,3600F,AF,2,NULL,NULL,0602702F,Command Control and Communications,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~3600F~AF~2~0602788F,3600F,AF,2,NULL,NULL,0602788F,Dominant Information Technology,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~3600F~AF~2~0602805F,3600F,AF,2,NULL,NULL,0602805F,Dual Use Science and Technology Program,NULL,2020-06-16 01:42:58.620,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~3600F~AF~2~0602890F,3600F,AF,2,NULL,NULL,0602890F,High Energy Laser Research,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~3600F~AF~2~1206601F,3600F,AF,2,NULL,NULL,1206601F,Space Technology,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~3600F~AF~20~0901560F,3600F,AF,20,NULL,NULL,0901560F,Continuing Resolution Programs,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~3600F~AF~3~0207418F,3600F,AF,3,NULL,NULL,0207418F,Tactical Airborne Control Systems,NULL,2020-06-16 01:42:58.620,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~3600F~AF~3~0207423F,3600F,AF,3,NULL,NULL,0207423F,Advanced Communications Systems,NULL,2020-06-16 01:42:58.620,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~3600F~AF~3~0303467F,3600F,AF,3,NULL,NULL,0303467F,SENSR Spectrum Pipeline SRF,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~3600F~AF~3~0303567F,3600F,AF,3,NULL,NULL,0303567F,Non-SENSR Spectrum Pipeline SRF,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~3600F~AF~3~0401840F,3600F,AF,3,NULL,NULL,0401840F,AMC Command and Control System,NULL,2020-06-16 01:42:58.620,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~3600F~AF~3~0603030F,3600F,AF,3,NULL,NULL,0603030F,AF Foundational Development/Demos,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~3600F~AF~3~0603032F,3600F,AF,3,NULL,NULL,0603032F,Future AF Integrated Technology Demos,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~3600F~AF~3~0603033F,3600F,AF,3,NULL,NULL,0603033F,Next Gen Platform Dev/Demo,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~3600F~AF~3~0603034F,3600F,AF,3,NULL,NULL,0603034F,"Persistent Knowledge, Awareness, & C2 Tech",NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~3600F~AF~3~0603035F,3600F,AF,3,NULL,NULL,0603035F,Next Gen Effects Dev/Demos,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~3600F~AF~3~0603106F,3600F,AF,3,NULL,NULL,0603106F,Logistics Systems Technology,NULL,2020-06-16 01:42:58.620,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~3600F~AF~3~0603112F,3600F,AF,3,NULL,NULL,0603112F,Advanced Materials for Weapon Systems,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~3600F~AF~3~0603199F,3600F,AF,3,NULL,NULL,0603199F,Sustainment Science and Technology (S&T),NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~3600F~AF~3~0603202F,3600F,AF,3,NULL,NULL,0603202F,Aerospace Propulsion Subsystems Integration,NULL,2020-06-16 01:42:58.620,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~3600F~AF~3~0603203F,3600F,AF,3,NULL,NULL,0603203F,Advanced Aerospace Sensors,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~3600F~AF~3~0603205F,3600F,AF,3,NULL,NULL,0603205F,Flight Vehicle Technology,NULL,2020-06-16 01:42:58.620,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
