vendorcountrycode	MaxOfNewFKrecipient_country_name	unmatched_name_count	PKCountry3LetterCode	SKCountry3LetterCodeText	any_name_match	PrimaryKeyTable	SecondaryKeyTable
ABW	ARUBA	1	ABW	ARUBA [NETHERLANDS]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
BHS	BAHAMAS, THE	1	BHS	BAHAMAS,THE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
BMU	BERMUDA	1	BMU	BERMUDA [UNITED KINGDOM]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CIV	COTE D'IVOIRE	1	CIV	COTE DIVOIRE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
COD	CONGO (KINSHASA)	1	COD	CONGO,DEMOCRATIC REPUBLIC OF THE (KINSHASA)	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
COG	CONGO (BRAZZAVILLE)	1	COG	CONGO,REPUBLIC OF THE (BRAZZAVILLE)	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CPV	CABO VERDE	1	CPV	CAPE VERDE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CUW	CURACAO	1	CUW	Curaçao	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CYM	CAYMAN ISLANDS	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GIB	GIBRALTAR	1	GIB	GIBRALTAR [UNITED KINGDOM]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GMB	GAMBIA, THE	1	GMB	GAMBIA,THE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GRL	GREENLAND	1	GRL	GREENLAND [DENMARK]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
IMN	ISLE OF MAN	1	IMN	MAN,ISLE OF	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
KOR	KOREA, SOUTH	1	KOR	SOUTH KOREA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
MMR	BURMA	1	MMR	BURMA (MYANMAR)	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SSD	SOUTH SUDAN	1	SSD	REPUBLIC OF SOUTH SUDAN	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SUR	SURINAME	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
VGB	VIRGIN ISLANDS, BRITISH	1	VGB	BRITISH VIRGIN ISLANDS [UNITED KINGDOM]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode



Warning: Null value is eliminated by an aggregate or other SET operation.
idvagencyid	MaxOfNewFKparent_award_agency_name	unmatched_name_count	PKAgencyIDtext	any_name_match	PrimaryKeyTable
H368	INSPECTION- CHEMICALS AND CHEMICAL PRODUCTS	1	INSPECT SVCS/CHEMICAL PRODUCTS	0	FPDSTypeTable.ProductOrServiceCode
H369	INSPECTION- TRAINING AIDS AND DEVICES	1	INSPECT SVCS/TRAINING AIDS-DEVICES	0	FPDSTypeTable.ProductOrServiceCode
H370	INSPECTION- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT	1	INSPECT SVCS/ADP EQ & SUPPLIES	0	FPDSTypeTable.ProductOrServiceCode
H371	INSPECTION- FURNITURE	1	INSPECT SVCS/FURNITURE	0	FPDSTypeTable.ProductOrServiceCode
H372	INSPECTION- HOUSEHOLD AND COMMERCIAL FURNISHINGS AND APPLIANCES	1	INSPECT SVCS/HOUSEHOLD FURNISHINGS	0	FPDSTypeTable.ProductOrServiceCode
H373	INSPECTION- FOOD PREPARATION AND SERVING EQUIPMENT	1	INSPECT SVCS/FOOD PREP-SERVING EQ	0	FPDSTypeTable.ProductOrServiceCode
H374	INSPECTION- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT	1	INSPECT SVCS/OFFICE MACHINES	0	FPDSTypeTable.ProductOrServiceCode
H375	INSPECTION- OFFICE SUPPLIES AND DEVICES	1	INSPECT SVCS/OFFICE SUPPLIES	0	FPDSTypeTable.ProductOrServiceCode
H376	INSPECTION- BOOKS, MAPS, AND OTHER PUBLICATIONS	1	INSPECT SVCS/BOOKS-MAPS-PUBS	0	FPDSTypeTable.ProductOrServiceCode
H377	INSPECTION- MUSICAL INST/PHONOGRAPH/HOME RADIO	1	INSPECT SVCS/MUSICAL INST-RADIO-TV	0	FPDSTypeTable.ProductOrServiceCode
H378	INSPECTION- RECREATIONAL AND ATHLETIC EQUIPMENT	1	INSPECT SVCS/RECREATIONAL EQ	0	FPDSTypeTable.ProductOrServiceCode
H379	INSPECTION- CLEANING EQUIPMENT AND SUPPLIES	1	INSPECT SVCS/CLEANING EQ	0	FPDSTypeTable.ProductOrServiceCode
H380	INSPECTION- BRUSHES, PAINTS, SEALERS, AND ADHESIVES	1	INSPECT SVCS/BRUSHES-PAINTS-SEALER	0	FPDSTypeTable.ProductOrServiceCode
H381	INSPECTION- CONTAINERS, PACKAGING, AND PACKING SUPPLIES	1	INSPECT SVCS/CONTAINERS-PACKAGING	0	FPDSTypeTable.ProductOrServiceCode
H384	INSPECTION- CLOTHING, INDIVIDUAL EQUIPMENT, AND INSIGNIA	1	INSPECT SVCS/CLOTHING - INDIVID EQ	0	FPDSTypeTable.ProductOrServiceCode
H385	INSPECTION- TOILETRIES	1	INSPECT SVCS/TOILETRIES	0	FPDSTypeTable.ProductOrServiceCode
H387	INSPECTION- AGRICULTURAL SUPPLIES	1	INSPECT SVCS/AGRICULTURAL SUPPLIES	0	FPDSTypeTable.ProductOrServiceCode
H388	INSPECTION- LIVE ANIMALS	1	INSPECT SVCS/LIVE ANIMALS	0	FPDSTypeTable.ProductOrServiceCode
H389	INSPECTION- SUBSISTENCE	1	INSPECT SVCS/SUBSISTENCE	0	FPDSTypeTable.ProductOrServiceCode
H391	INSPECTION- FUELS, LUBRICANTS, OILS, AND WAXES	1	INSPECT SVCS/FUELS-LUBRICANTS-OILS	0	FPDSTypeTable.ProductOrServiceCode
H396	INSPECTION- ORES, MINERALS, AND THEIR PRIMARY PRODUCTS	1	INSPECT SVCS/ORES & MINERALS	0	FPDSTypeTable.ProductOrServiceCode
H399	INSPECTION- MISCELLANEOUS	1	INSPECT SVCS/MISC EQ	0	FPDSTypeTable.ProductOrServiceCode
H910	OTHER QC/TEST/INSPECT- WEAPONS	1	OTHER QC SVCS/WEAPONS	0	FPDSTypeTable.ProductOrServiceCode
H912	OTHER QC/TEST/INSPECT- FIRE CONTROL EQUIPMENT	1	OTHER QC SVCS/FIRE CONT EQ	0	FPDSTypeTable.ProductOrServiceCode
H913	OTHER QC/TEST/INSPECT- AMMUNITION AND EXPLOSIVES	1	OTHER QC SVCS/AMMO & EXPLOSIVES	0	FPDSTypeTable.ProductOrServiceCode
H914	OTHER QC/TEST/INSPECT- GUIDED MISSILES	1	OTHER QC SVCS/GUIDED MISSILES	0	FPDSTypeTable.ProductOrServiceCode
H915	OTHER QC/TEST/INSPECT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS	1	OTHER QC SVCS/AIRCRAFT	0	FPDSTypeTable.ProductOrServiceCode
H916	OTHER QC/TEST/INSPECT- AIRCRAFT COMPONENTS AND ACCESSORIES	1	OTHER QC SVCS/AIRCRAFT COMPONENTS	0	FPDSTypeTable.ProductOrServiceCode
H919	OTHER QC/TEST/INSPECT- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS	1	OTHER QC SVCS/SHIPS-SML CRAFT-DOCKS	0	FPDSTypeTable.ProductOrServiceCode
H920	OTHER QC/TEST/INSPECT- SHIP AND MARINE EQUIPMENT	1	OTHER QC SVCS/SHIP & MARINE EQ	0	FPDSTypeTable.ProductOrServiceCode
H922	OTHER QC/TEST/INSPECT- RAILWAY EQUIPMENT	1	OTHER QC SVCS/RAILWAY EQ	0	FPDSTypeTable.ProductOrServiceCode
H923	OTHER QC/TEST/INSPECT- GROUND EFFECT VEHICLES, MOTOR VEHICLES, TRAILERS, AND CYCLES	1	OTHER QC SVCS/VEHICLES-TRAILERS-CYC	0	FPDSTypeTable.ProductOrServiceCode
H925	OTHER QC/TEST/INSPECT- VEHICULAR EQUIPMENT COMPONENTS	1	OTHER QC SVCS/VEHICULAR EQ	0	FPDSTypeTable.ProductOrServiceCode
H926	OTHER QC/TEST/INSPECT- TIRES AND TUBES	1	OTHER QC SVCS/TIRES & TUBES	0	FPDSTypeTable.ProductOrServiceCode
H928	OTHER QC/TEST/INSPECT- ENGINES, TURBINES, AND COMPONENTS	1	OTHER QC SVCS/ENGINES & TURBINES	0	FPDSTypeTable.ProductOrServiceCode
H929	OTHER QC/TEST/INSPECT- ENGINE ACCESSORIES	1	OTHER QC SVCS/ENGINE ACCESSORIES	0	FPDSTypeTable.ProductOrServiceCode
H930	OTHER QC/TEST/INSPECT- MECHANICAL POWER TRANSMISSION EQUIPMENT	1	OTHER QC SVCS/MECH POWER TRANS EQ	0	FPDSTypeTable.ProductOrServiceCode
H934	OTHER QC/TEST/INSPECT- METALWORKING MACHINERY	1	OTHER QC SVCS/METALWORK MACHINE	0	FPDSTypeTable.ProductOrServiceCode
H935	OTHER QC/TEST/INSPECT- SERVICE AND TRADE EQUIPMENT	1	OTHER QC SVCS/SERVICE & TRADE EQ	0	FPDSTypeTable.ProductOrServiceCode
H936	OTHER QC/TEST/INSPECT- SPECIAL INDUSTRY MACHINERY	1	OTHER QC SVCS/SP INDUSTRY MACHINERY	0	FPDSTypeTable.ProductOrServiceCode
H938	OTHER QC/TEST/INSPECT- CONSTRUCTION, MINING, EXCAVATING, AND HIGHWAY MAINTENANCE EQUIPMENT	1	OTHER QC SVCS/CONTRUCT EQ	0	FPDSTypeTable.ProductOrServiceCode
H939	OTHER QC/TEST/INSPECT- MATERIALS HANDLING EQUIPMENT	1	OTHER QC SVCS/MATERIALS HANDLING EQ	0	FPDSTypeTable.ProductOrServiceCode
H941	OTHER QC/TEST/INSPECT- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT	1	OTHER QC SVCS/REFRIGERATION - AC EQ	0	FPDSTypeTable.ProductOrServiceCode
H942	OTHER QC/TEST/INSPECT- FIRE FIGHTING/RESCUE/SAFETY EQUIPMENT; ENVIRON PROTECT EQUIPMENT/MATLS	1	OTHER QC SVCS/FIRE-RESCUE-SAFETY EQ	0	FPDSTypeTable.ProductOrServiceCode
H943	OTHER QC/TEST/INSPECT- PUMPS AND COMPRESSORS	1	OTHER QC SVCS/PUMPS & COMPRESSORS	0	FPDSTypeTable.ProductOrServiceCode
H944	OTHER QC/TEST/INSPECT- FURNACE, STEAM PLANT, AND DRYING EQUIPMENT; NUCLEAR REACTORS	1	OTHER QC SVCS/FURNACE-NUCLEAR REAC	0	FPDSTypeTable.ProductOrServiceCode
H945	OTHER QC/TEST/INSPECT- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT	1	OTHER QC SVCS/PLUMBING-HEATING EQ	0	FPDSTypeTable.ProductOrServiceCode
H946	OTHER QC/TEST/INSPECT- WATER PURIFICATION AND SEWAGE TREATMENT EQUIPMENT	1	OTHER QC SVCS/WATER PURIFICATION EQ	0	FPDSTypeTable.ProductOrServiceCode
H947	OTHER QC/TEST/INSPECT- PIPE, TUBING, HOSE, AND FITTINGS	1	OTHER QC SVCS/PIPE-TUBING-HOSE	0	FPDSTypeTable.ProductOrServiceCode
H948	OTHER QC/TEST/INSPECT- VALVES	1	OTHER QC SVCS/VALVES	0	FPDSTypeTable.ProductOrServiceCode
H949	OTHER QC/TEST/INSPECT- MAINTENANCE AND REPAIR SHOP EQUIPMENT	1	OTHER QC SVCS/MAINT REPAIR SHOP EQ	0	FPDSTypeTable.ProductOrServiceCode
H952	OTHER QC/TEST/INSPECT- MEASURING TOOLS	1	OTHER QC SVCS/MEASURING TOOLS	0	FPDSTypeTable.ProductOrServiceCode
H953	OTHER QC/TEST/INSPECT- HARDWARE AND ABRASIVES	1	OTHER QC SVCS/HARDWARE & ABRASIVES	0	FPDSTypeTable.ProductOrServiceCode
H954	OTHER QC/TEST/INSPECT- PREFABRICATED STRUCTURES  AND SCAFFOLDING	1	OTHER QC SVCS/PREFAB STRUCTURES	0	FPDSTypeTable.ProductOrServiceCode
H956	OTHER QC/TEST/INSPECT- CONSTRUCTION AND BUILDING MATERIALS	1	OTHER QC SVCS/CONTRUCT MATERIAL	0	FPDSTypeTable.ProductOrServiceCode
H958	OTHER QC/TEST/INSPECT- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT	1	OTHER QC SVCS/COMMUNICATION EQ	0	FPDSTypeTable.ProductOrServiceCode
H959	OTHER QC/TEST/INSPECT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS	1	OTHER QC SVCS/ELECT-ELCT EQ	0	FPDSTypeTable.ProductOrServiceCode
H960	OTHER QC/TEST/INSPECT- FIBER OPTICS MATERIALS, COMPONENTS, ASSEMBLIES, AND ACCESSORIES	1	OTHER QC SVCS/FIBER OPTICS	0	FPDSTypeTable.ProductOrServiceCode
H961	OTHER QC/TEST/INSPECT- ELECTRIC WIRE AND POWER DISTRIBUTION EQUIPMENT	1	OTHER QC SVCS/POWER DISTRIBUTION EQ	0	FPDSTypeTable.ProductOrServiceCode
H962	OTHER QC/TEST/INSPECT- LIGHTING FIXTURES AND LAMPS	1	OTHER QC SVCS/LIGHTING FIXTURES	0	FPDSTypeTable.ProductOrServiceCode
H963	OTHER QC/TEST/INSPECT- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS	1	OTHER QC SVCS/ALARM & SIGNAL SYSTEM	0	FPDSTypeTable.ProductOrServiceCode
H965	OTHER QC/TEST/INSPECT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES	1	OTHER QC SVCS/MEDICAL-DENTAL-VET EQ	0	FPDSTypeTable.ProductOrServiceCode
H966	OTHER QC/TEST/INSPECT- INSTRUMENTS AND LABORATORY EQUIPMENT	1	OTHER QC SVCS/INSTRUMENTS & LAB EQ	0	FPDSTypeTable.ProductOrServiceCode
H967	OTHER QC/TEST/INSPECT- PHOTOGRAPHIC EQUIPMENT	1	OTHER QC SVCS/PHOTOGRAPHIC EQ	0	FPDSTypeTable.ProductOrServiceCode
H968	OTHER QC/TEST/INSPECT- CHEMICALS AND CHEMICAL PRODUCTS	1	OTHER QC SVCS/CHEMICAL PRODUCTS	0	FPDSTypeTable.ProductOrServiceCode
H969	OTHER QC/TEST/INSPECT- TRAINING AIDS AND DEVICES	1	OTHER QC SVCS/TRAINING AIDS-DEVICES	0	FPDSTypeTable.ProductOrServiceCode
H970	OTHER QC/TEST/INSPECT- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT	1	OTHER QC SVCS/ADP EQ & SUPPLIES	0	FPDSTypeTable.ProductOrServiceCode
H971	OTHER QC/TEST/INSPECT- FURNITURE	1	OTHER QC SVCS/FURNITURE	0	FPDSTypeTable.ProductOrServiceCode
H972	OTHER QC/TEST/INSPECT- HOUSEHOLD AND COMMERCIAL FURNISHINGS AND APPLIANCES	1	OTHER QC SVCS/HOUSEHOLD FURNISHINGS	0	FPDSTypeTable.ProductOrServiceCode
H973	OTHER QC/TEST/INSPECT- FOOD PREPARATION AND SERVING EQUIPMENT	1	OTHER QC SVCS/FOOD PREP-SERVING EQ	0	FPDSTypeTable.ProductOrServiceCode
H974	OTHER QC/TEST/INSPECT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT	1	OTHER QC SVCS/OFFICE MACHINES	0	FPDSTypeTable.ProductOrServiceCode
H975	OTHER QC/TEST/INSPECT- OFFICE SUPPLIES AND DEVICES	1	OTHER QC SVCS/OFFICE SUPPLIES	0	FPDSTypeTable.ProductOrServiceCode
H976	OTHER QC/TEST/INSPECT- BOOKS, MAPS, AND OTHER PUBLICATIONS	1	OTHER QC SVCS/BOOKS-MAPS-PUBS	0	FPDSTypeTable.ProductOrServiceCode
H977	OTHER QC/TEST/INSPECT- MUSICAL INST/PHONOGRAPH/HOME RADIO	1	OTHER QC SVCS/MUSICAL INST-RADIO-TV	0	FPDSTypeTable.ProductOrServiceCode
H978	OTHER QC/TEST/INSPECT- RECREATIONAL AND ATHLETIC EQUIPMENT	1	OTHER QC SVCS/RECREATIONAL EQ	0	FPDSTypeTable.ProductOrServiceCode
H979	OTHER QC/TEST/INSPECT- CLEANING EQUIPMENT AND SUPPLIES	1	OTHER QC SVCS/CLEANING EQ	0	FPDSTypeTable.ProductOrServiceCode
H980	OTHER QC/TEST/INSPECT- BRUSHES, PAINTS, SEALERS, AND ADHESIVES	1	OTHER QC SVCS/BRUSHES-PAINTS-SEALER	0	FPDSTypeTable.ProductOrServiceCode
H981	OTHER QC/TEST/INSPECT- CONTAINERS, PACKAGING, AND PACKING SUPPLIES	1	OTHER QC SVCS/CONTAINERS-PACKAGING	0	FPDSTypeTable.ProductOrServiceCode
H983	OTHER QC/TEST/INSPECT- TEXTILES, LEATHER, FURS, APPAREL AND SHOE FINDINGS, TENTS AND FLAGS	1	OTHER QC SVCS/TEXTILES-LEATHER-FURS	0	FPDSTypeTable.ProductOrServiceCode
H984	OTHER QC/TEST/INSPECT- CLOTHING, INDIVIDUAL EQUIPMENT, AND INSIGNIA	1	OTHER QC SVCS/CLOTHING - INDIVID EQ	0	FPDSTypeTable.ProductOrServiceCode
H985	OTHER QC/TEST/INSPECT- TOILETRIES	1	OTHER QC SVCS/TOILETRIES	0	FPDSTypeTable.ProductOrServiceCode
H987	OTHER QC/TEST/INSPECT- AGRICULTURAL SUPPLIES	1	OTHER QC SVCS/AGRICULTURAL SUPPLIES	0	FPDSTypeTable.ProductOrServiceCode
H988	OTHER QC/TEST/INSPECT- LIVE ANIMALS	1	OTHER QC SVCS/LIVE ANIMALS	0	FPDSTypeTable.ProductOrServiceCode
H991	OTHER QC/TEST/INSPECT- FUELS, LUBRICANTS, OILS, AND WAXES	1	OTHER QC SVCS/FUELS-LUBRICANTS-OILS	0	FPDSTypeTable.ProductOrServiceCode
H993	OTHER QC/TEST/INSPECT- NONMETALLIC FABRICATED MATERIALS	1	OTHER QC SVCS/NONMETALIC FAB MAT	0	FPDSTypeTable.ProductOrServiceCode
H995	OTHER QC/TEST/INSPECT- METAL BARS, SHEETS, AND SHAPES	1	OTHER QC SVCS/METAL BARS & SHEETS	0	FPDSTypeTable.ProductOrServiceCode
H996	OTHER QC/TEST/INSPECT- ORES, MINERALS, AND THEIR PRIMARY PRODUCTS	1	OTHER QC SVCS/ORES & MINERALS	0	FPDSTypeTable.ProductOrServiceCode
H999	OTHER QC/TEST/INSPECT- MISCELLANEOUS	1	MISC TEST & INSPECT SVC	0	FPDSTypeTable.ProductOrServiceCode
J010	MAINT/REPAIR/REBUILD OF EQUIPMENT- WEAPONS	1	MAINT-REP OF WEAPONS	0	FPDSTypeTable.ProductOrServiceCode
J011	MAINT/REPAIR/REBUILD OF EQUIPMENT- NUCLEAR ORDNANCE	1	MAINT-REP OF NUCLEAR ORDNANCE	0	FPDSTypeTable.ProductOrServiceCode
J012	MAINT/REPAIR/REBUILD OF EQUIPMENT- FIRE CONTROL EQUIPMENT	1	MAINT-REP OF FIRE CONT EQ	0	FPDSTypeTable.ProductOrServiceCode
J013	MAINT/REPAIR/REBUILD OF EQUIPMENT- AMMUNITION AND EXPLOSIVES	1	MAINT-REP OF AMMO & EXPLOSIVES	0	FPDSTypeTable.ProductOrServiceCode
J014	MAINT/REPAIR/REBUILD OF EQUIPMENT- GUIDED MISSILES	1	MAINT-REP OF GUIDED MISSILES	0	FPDSTypeTable.ProductOrServiceCode
J015	MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS	1	MAINT-REP OF AIRCRAFT	0	FPDSTypeTable.ProductOrServiceCode
J016	MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES	1	MAINT-REP OF AIRCRAFT COMPONENTS	0	FPDSTypeTable.ProductOrServiceCode
J017	MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT LAUNCHING, LANDING, AND GROUND HANDLING EQUIPMENT	1	MAINT-REP OF AIRCRAFT GROUND EQ	0	FPDSTypeTable.ProductOrServiceCode
J018	MAINT/REPAIR/REBUILD OF EQUIPMENT- SPACE VEHICLES	1	MAINT-REP OF SPACE VEHICLES	0	FPDSTypeTable.ProductOrServiceCode
J019	MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS	1	MAINT-REP OF SHIPS-SML CRAFT-DOCKS	0	FPDSTypeTable.ProductOrServiceCode
J020	MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIP AND MARINE EQUIPMENT	1	MAINT-REP OF SHIP & MARINE EQ	0	FPDSTypeTable.ProductOrServiceCode
J022	MAINT/REPAIR/REBUILD OF EQUIPMENT- RAILWAY EQUIPMENT	1	MAINT-REP OF RAILWAY EQ	0	FPDSTypeTable.ProductOrServiceCode
J023	MAINT/REPAIR/REBUILD OF EQUIPMENT- GROUND EFFECT VEHICLES, MOTOR VEHICLES, TRAILERS, AND CYCLES	1	MAINT-REP OF VEHICLES-TRAILERS-CYC	0	FPDSTypeTable.ProductOrServiceCode
J024	MAINT/REPAIR/REBUILD OF EQUIPMENT- TRACTORS	1	MAINT-REP OF TRACTORS	0	FPDSTypeTable.ProductOrServiceCode
J025	MAINT/REPAIR/REBUILD OF EQUIPMENT- VEHICULAR EQUIPMENT COMPONENTS	1	MAINT-REP OF VEHICULAR EQ	0	FPDSTypeTable.ProductOrServiceCode
J026	MAINT/REPAIR/REBUILD OF EQUIPMENT- TIRES AND TUBES	1	MAINT-REP OF TIRES & TUBES	0	FPDSTypeTable.ProductOrServiceCode
J028	MAINT/REPAIR/REBUILD OF EQUIPMENT- ENGINES, TURBINES, AND COMPONENTS	1	MAINT-REP OF ENGINES & TURBINES	0	FPDSTypeTable.ProductOrServiceCode
J029	MAINT/REPAIR/REBUILD OF EQUIPMENT- ENGINE ACCESSORIES	1	MAINT-REP OF ENGINE ACCESSORIES	0	FPDSTypeTable.ProductOrServiceCode
J030	MAINT/REPAIR/REBUILD OF EQUIPMENT- MECHANICAL POWER TRANSMISSION EQUIPMENT	1	MAINT-REP OF MECH POWER TRANS EQ	0	FPDSTypeTable.ProductOrServiceCode
J031	MAINT/REPAIR/REBUILD OF EQUIPMENT- BEARINGS	1	MAINT-REP OF BEARINGS	0	FPDSTypeTable.ProductOrServiceCode
J032	MAINT/REPAIR/REBUILD OF EQUIPMENT- WOODWORKING MACHINERY AND EQUIPMENT	1	MAINT-REP OF WOODWORKING MACHINE	0	FPDSTypeTable.ProductOrServiceCode
J034	MAINT/REPAIR/REBUILD OF EQUIPMENT- METALWORKING MACHINERY	1	MAINT-REP OF METALWORK MACHINE	0	FPDSTypeTable.ProductOrServiceCode
J035	MAINT/REPAIR/REBUILD OF EQUIPMENT- SERVICE AND TRADE EQUIPMENT	1	MAINT-REP OF SERVICE & TRADE EQ	0	FPDSTypeTable.ProductOrServiceCode
J036	MAINT/REPAIR/REBUILD OF EQUIPMENT- SPECIAL INDUSTRY MACHINERY	1	MAINT-REP OF SP INDUSTRY MACHINERY	0	FPDSTypeTable.ProductOrServiceCode
J037	MAINT/REPAIR/REBUILD OF EQUIPMENT- AGRICULTURAL MACHINERY AND EQUIPMENT	1	MAINT-REP OF AGRICULTURE MACHINE	0	FPDSTypeTable.ProductOrServiceCode
J038	MAINT/REPAIR/REBUILD OF EQUIPMENT- CONSTRUCTION/MINING/EXCAVATING/HIGHWAY MAINTENANCE EQUIPMENT	1	MAINT-REP OF CONTRUCT EQ	0	FPDSTypeTable.ProductOrServiceCode
J039	MAINT/REPAIR/REBUILD OF EQUIPMENT- MATERIALS HANDLING EQUIPMENT	1	MAINT-REP OF MATERIALS HANDLING EQ	0	FPDSTypeTable.ProductOrServiceCode
J040	MAINT/REPAIR/REBUILD OF EQUIPMENT- ROPE, CABLE, CHAIN, AND FITTINGS	1	MAINT-REP OF ROPE-CABLE-CHAIN	0	FPDSTypeTable.ProductOrServiceCode
J041	MAINT/REPAIR/REBUILD OF EQUIPMENT- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT	1	MAINT-REP OF REFRIGERATION - AC EQ	0	FPDSTypeTable.ProductOrServiceCode
J042	MAINT/REPAIR/REBUILD OF EQUIP- FIRE FIGHTING/RESCUE/SAFETY EQUIP; ENVIRON PROTECT EQUIP/MATLS	1	MAINT-REP OF FIRE-RESCUE-SAFETY EQ	0	FPDSTypeTable.ProductOrServiceCode
J043	MAINT/REPAIR/REBUILD OF EQUIPMENT- PUMPS AND COMPRESSORS	1	MAINT-REP OF PUMPS & COMPRESSORS	0	FPDSTypeTable.ProductOrServiceCode
J044	MAINT/REPAIR/REBUILD OF EQUIPMENT- FURNACE, STEAM PLANT, AND DRYING EQUIPMENT; NUCLEAR REACTORS	1	MAINT-REP OF FURNACE-NUCLEAR REAC	0	FPDSTypeTable.ProductOrServiceCode
J045	MAINT/REPAIR/REBUILD OF EQUIPMENT- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT	1	MAINT-REP OF PLUMBING-HEATING EQ	0	FPDSTypeTable.ProductOrServiceCode
J046	MAINT/REPAIR/REBUILD OF EQUIPMENT- WATER PURIFICATION AND SEWAGE TREATMENT EQUIPMENT	1	MAINT-REP OF WATER PURIFICATION EQ	0	FPDSTypeTable.ProductOrServiceCode
J047	MAINT/REPAIR/REBUILD OF EQUIPMENT- PIPE, TUBING, HOSE, AND FITTINGS	1	MAINT-REP OF PIPE-TUBING-HOSE	0	FPDSTypeTable.ProductOrServiceCode
J048	MAINT/REPAIR/REBUILD OF EQUIPMENT- VALVES	1	MAINT-REP OF VALVES	0	FPDSTypeTable.ProductOrServiceCode
J049	MAINT/REPAIR/REBUILD OF EQUIPMENT- MAINTENANCE AND REPAIR SHOP EQUIPMENT	1	MAINT-REP OF MAINT REPAIR SHOP EQ	0	FPDSTypeTable.ProductOrServiceCode
J051	MAINT/REPAIR/REBUILD OF EQUIPMENT- HAND TOOLS	1	MAINT-REP OF HAND TOOLS	0	FPDSTypeTable.ProductOrServiceCode
J052	MAINT/REPAIR/REBUILD OF EQUIPMENT- MEASURING TOOLS	1	MAINT-REP OF MEASURING TOOLS	0	FPDSTypeTable.ProductOrServiceCode
J053	MAINT/REPAIR/REBUILD OF EQUIPMENT- HARDWARE AND ABRASIVES	1	MAINT-REP OF HARDWARE & ABRASIVES	0	FPDSTypeTable.ProductOrServiceCode
J054	MAINT/REPAIR/REBUILD OF EQUIPMENT- PREFABRICATED STRUCTURES  AND SCAFFOLDING	1	MAINT-REP OF PREFAB STRUCTURES	0	FPDSTypeTable.ProductOrServiceCode
J055	MAINT/REPAIR/REBUILD OF EQUIPMENT- LUMBER, MILLWORK, PLYWOOD, AND VENEER	1	MAINT-REP OF LUMBER & MILLWORK	0	FPDSTypeTable.ProductOrServiceCode
J056	MAINT/REPAIR/REBUILD OF EQUIPMENT- CONSTRUCTION AND BUILDING MATERIALS	1	MAINT-REP OF CONTRUCT MATERIAL	0	FPDSTypeTable.ProductOrServiceCode
